station_id,number_of_chargers,max_station_power_kw,parking_spots,station_age_years,charger_type,station_type,renewable_energy_source,avg_utilization,congestion_freq,total_sessions,avg_wait_time,avg_session_duration,power_per_charger,charger_to_parking_ratio,target_high_util,target_high_congestion,availability,avg_capacity_utilization,avg_duration_min,avg_energy_per_session,avg_revenue_per_session,avg_users_per_day,avg_utilization_rate,avg_wait_time_min,city,congested_hours,max_queue_length,pct_long_wait_sessions,peak_sessions,total_energy_kwh,total_revenue_usd,norm_demand,norm_capacity,norm_congestion,gap_score,priority_tier,revenue_per_charger,sessions_per_charger
EVS02836,1,22,1,7,AC Level 1,Destination/AC,No,0.8863714285714286,0.7678571428571429,112,8.0425,61.65375,22.0,1.0,1,1,24/7,0.7348,61.65,16.15,2.49,104.0,0.8864,8.04,Unknown,9632,6.0,12.5,4704,202582.8,31242.4,0.4838709677419355,0.0,0.7678571428571429,0.5007,Critical Congestion,31242.4,112.0
EVS02837,3,66,4,4,AC Level 2,Destination/AC,Yes,0.3448547619047619,0.2916666666666667,171,5.4002083333333335,60.98543859649123,22.0,0.75,0,1,6:00-22:00,0.2522,60.99,16.3,3.49,174.0,0.3449,5.37,Unknown,8379,6.0,6.43,9744,468194.5,100390.08,0.7557603686635945,0.015838732901367888,0.2916666666666667,0.4158,Healthy Stable,33463.36,57.0
EVS02838,3,1050,4,5,DC Fast Charger,Ultra-Fast Charging,No,0.2953835294117647,0.2470588235294117,172,4.42414705882353,52.55127906976744,350.0,0.75,0,0,6:00-22:00,0.0239,52.55,18.21,4.28,163.0,0.2954,4.39,Unknown,7224,4.0,4.65,9180,532587.9,125235.6,0.7603686635944701,0.37005039596832257,0.2470588235294117,0.329,Healthy Stable,41745.2,57.33
EVS02839,5,750,7,13,AC Level 1,Fast Charging,Yes,0.210353448275862,0.0517241379310344,58,1.0136206896551725,63.10672413793104,150.0,0.7142857142857143,0,0,9:00-18:00,0.0221,63.11,16.57,2.54,50.0,0.2104,1.01,Unknown,174,3.0,0.0,1102,55755.46,8552.1,0.2350230414746544,0.2620590352771778,0.0517241379310344,0.0623,Healthy Stable,1710.42,11.6
EVS02840,4,600,7,10,AC Level 2,Fast Charging,Yes,0.2629280701754386,0.2573099415204678,171,4.827309941520468,63.102748538011696,150.0,0.5714285714285714,0,0,24/7,0.0288,63.1,17.44,4.63,175.0,0.2629,4.83,Unknown,7524,5.0,7.02,10089,510031.61,135462.78,0.7557603686635945,0.20806335493160547,0.2573099415204678,0.3636,Healthy Stable,33865.7,42.75
EVS02841,1,350,2,4,DC Fast Charger,Ultra-Fast Charging,Yes,0.7768075268817204,0.6666666666666666,93,7.2276344086021505,51.03591397849463,350.0,0.5,1,1,24/7,0.0641,51.04,15.9,5.69,87.0,0.7768,7.23,Unknown,5766,5.0,9.68,2046,137556.39,49245.36,0.3963133640552995,0.11807055435565153,0.6666666666666666,0.4016,Critical Congestion,49245.36,93.0
EVS02842,4,600,8,8,AC Level 1,Fast Charging,No,0.2488060606060606,0.1363636363636363,133,3.127727272727273,59.26451127819549,150.0,0.5,0,0,24/7,0.0299,59.26,17.27,6.0,131.0,0.2488,3.11,Unknown,2394,3.0,0.75,5808,303227.76,105285.84,0.5806451612903226,0.20806335493160547,0.1363636363636363,0.2452,Healthy Stable,26321.46,33.25
EVS02843,5,110,6,9,DC Fast Charger,Destination/AC,Yes,0.2135430555555555,0.125,146,2.7120138888888885,63.18554794520548,22.0,0.8333333333333334,0,0,9:00-18:00,0.1539,63.19,17.25,2.28,141.0,0.2135,2.69,Unknown,2628,3.0,0.68,5904,362677.39,47892.96,0.6405529953917051,0.03167746580273578,0.125,0.2999,Healthy Stable,9578.59,29.2
EVS02844,2,44,3,6,DC Fast Charger,Destination/AC,Yes,0.5024307692307692,0.25,104,4.027115384615384,60.291826923076925,22.0,0.6666666666666666,0,0,6:00-22:00,0.4016,60.29,17.62,6.65,94.0,0.5024,4.03,Unknown,2704,4.0,1.92,3536,190551.5,71948.24,0.4470046082949308,0.007919366450683946,0.25,0.2772,Healthy Stable,35974.12,52.0
EVS02845,2,44,4,14,DC Fast Charger,Destination/AC,No,0.50115,0.2325581395348837,86,4.18639534883721,60.137674418604654,22.0,0.5,0,0,24/7,0.3916,60.14,17.06,5.58,90.0,0.5012,4.19,Unknown,1720,4.0,1.16,2494,126142.39,41296.34,0.3640552995391705,0.007919366450683946,0.2325581395348837,0.2371,Healthy Stable,20648.17,43.0
EVS02846,2,300,4,13,DC Fast Charger,Fast Charging,No,0.4301085106382978,0.1914893617021276,94,5.122340425531915,51.6136170212766,150.0,0.5,0,0,6:00-22:00,0.0826,51.61,17.78,7.06,90.0,0.4301,5.12,Unknown,1692,4.0,4.26,2914,157079.64,62375.58,0.40092165898617516,0.10007199424046076,0.1914893617021276,0.217,Healthy Stable,31187.79,47.0
EVS02847,1,22,2,11,DC Fast Charger,Destination/AC,No,0.8857028735632184,0.7988505747126436,174,8.272873563218392,61.32494252873564,22.0,0.5,1,1,6:00-22:00,0.8118,61.32,17.67,5.45,157.0,0.8857,8.27,Unknown,24186,6.0,14.94,12528,535092.8,164960.7,0.7695852534562212,0.0,0.7988505747126436,0.6274,Critical Congestion,164960.7,174.0
EVS02848,6,300,8,9,DC Fast Charger,Fast Charging,No,0.1567934210526315,0.0657894736842105,76,1.2744736842105262,56.44434210526316,50.0,0.75,0,0,6:00-22:00,0.0657,56.44,16.26,1.99,78.0,0.1568,1.27,Unknown,380,3.0,0.0,1748,93937.44,11501.08,0.3179723502304147,0.10007199424046076,0.0657894736842105,0.1335,Low Demand,1916.85,12.67
EVS02849,3,450,4,15,AC Level 2,Fast Charging,No,0.3408406779661017,0.0847457627118644,59,1.99,61.35169491525424,150.0,0.75,0,0,9:00-18:00,0.0357,61.35,16.05,6.9,61.0,0.3408,1.99,Unknown,295,3.0,0.0,1121,55866.69,24001.79,0.23963133640552994,0.1540676745860331,0.0847457627118644,0.0989,Healthy Stable,8000.6,19.67
EVS02850,3,450,6,12,AC Level 1,Fast Charging,Yes,0.3218037037037037,0.074074074074074,81,2.4807407407407407,57.92469135802469,150.0,0.5,0,0,24/7,0.0377,57.92,15.73,2.91,74.0,0.3218,2.48,Unknown,486,4.0,0.0,2673,103229.8,19116.81,0.3410138248847926,0.1540676745860331,0.074074074074074,0.1352,Healthy Stable,6372.27,27.0
EVS02851,8,1200,10,10,AC Level 2,Fast Charging,No,0.1268818181818181,0.0681818181818181,44,0.5279545454545455,60.90590909090909,150.0,0.8,0,0,24/7,0.0147,60.91,17.58,8.61,47.0,0.1269,0.53,Unknown,132,2.0,0.0,616,34042.54,16661.04,0.17050691244239632,0.4240460763138949,0.0681818181818181,0.0107,Overbuilt,2082.63,5.5
EVS02852,2,300,2,14,AC Level 2,Fast Charging,No,0.5064397590361446,0.2409638554216867,84,3.792048192771084,60.04892857142857,150.0,1.0,0,0,9:00-18:00,0.0602,60.05,17.58,4.64,79.0,0.5064,3.75,Unknown,1680,3.0,2.38,1992,122575.73,32323.52,0.3548387096774194,0.10007199424046076,0.2409638554216867,0.2183,Healthy Stable,16161.76,42.0
EVS02853,1,150,1,15,DC Fast Charger,Fast Charging,No,0.801757142857143,0.5357142857142857,28,3.128571428571429,51.85107142857142,150.0,1.0,1,1,6:00-22:00,0.1686,51.85,18.1,6.24,33.0,0.8018,3.13,Unknown,420,4.0,0.0,196,14190.18,4890.48,0.0967741935483871,0.04607631389488841,0.5357142857142857,0.2438,Critical Congestion,4890.48,28.0
EVS02854,5,250,7,6,AC Level 1,Fast Charging,No,0.194990909090909,0.0909090909090909,22,0.8295454545454546,58.498636363636365,50.0,0.7142857142857143,0,0,9:00-18:00,0.0699,58.5,16.15,2.13,29.0,0.195,0.83,Unknown,44,2.0,0.0,154,7817.46,1030.92,0.06912442396313365,0.08207343412526998,0.0909090909090909,0.0476,Low Demand,206.18,4.4
EVS02855,1,150,1,9,AC Level 1,Fast Charging,No,0.8984305084745762,0.8220338983050848,119,8.863177966101695,62.70193277310924,150.0,1.0,1,1,24/7,0.1144,62.7,17.35,4.1,134.0,0.8984,8.98,Unknown,11543,5.0,17.65,5074,243571.59,57532.08,0.5161290322580645,0.04607631389488841,0.8220338983050848,0.526,Critical Congestion,57532.08,119.0
EVS02856,7,350,8,6,AC Level 2,Fast Charging,No,0.1422482758620689,0.0,29,0.5948275862068966,59.7451724137931,50.0,0.875,0,0,6:00-22:00,0.0531,59.75,18.32,4.08,27.0,0.1422,0.59,Unknown,0,1.0,0.0,261,15410.69,3429.83,0.10138248847926268,0.11807055435565153,0.0,0.0169,Overbuilt,489.98,4.14
EVS02857,5,110,7,10,AC Level 2,Destination/AC,Yes,0.199385294117647,0.0980392156862745,103,1.99078431372549,59.2347572815534,22.0,0.7142857142857143,0,0,24/7,0.157,59.23,16.74,5.11,108.0,0.1994,1.99,Unknown,1030,3.0,0.0,3162,175886.45,53705.04,0.44239631336405527,0.03167746580273578,0.0980392156862745,0.2098,Low Demand,10741.01,20.6
EVS02858,4,600,6,3,DC Fast Charger,Fast Charging,Yes,0.2102627450980392,0.130718954248366,153,2.958169934640523,50.46281045751634,150.0,0.6666666666666666,0,0,6:00-22:00,0.0411,50.46,17.77,3.63,143.0,0.2103,2.96,Unknown,3060,3.0,0.65,7191,415903.73,84936.42,0.6728110599078341,0.20806335493160547,0.130718954248366,0.2798,Healthy Stable,21234.1,38.25
EVS02859,1,22,2,11,DC Fast Charger,Destination/AC,Yes,0.8914668965517241,0.8689655172413793,146,9.865655172413794,63.69602739726028,22.0,0.5,1,1,6:00-22:00,0.7917,63.7,18.15,7.95,134.0,0.8915,9.81,Unknown,18396,8.0,18.49,6815,384134.0,168376.9,0.6405529953917051,0.0,0.8689655172413793,0.6038,Critical Congestion,168376.9,146.0
EVS02860,6,900,8,10,AC Level 2,Fast Charging,No,0.1792368421052631,0.0842105263157894,96,1.7688421052631578,63.85114583333333,150.0,0.75,0,0,24/7,0.0188,63.85,17.37,1.78,88.0,0.1792,1.76,Unknown,768,3.0,0.0,3420,158375.36,16226.95,0.41013824884792627,0.3160547156227501,0.0842105263157894,0.1345,Overbuilt,2704.49,16.0
EVS02861,4,1400,5,9,AC Level 2,Ultra-Fast Charging,No,0.2598627906976744,0.0232558139534883,43,1.0453488372093025,62.36767441860465,350.0,0.8,0,0,24/7,0.0129,62.37,17.75,2.17,46.0,0.2599,1.05,Unknown,43,2.0,0.0,559,32816.65,4009.32,0.16589861751152074,0.496040316774658,0.0232558139534883,-0.0235,Healthy Stable,1002.33,10.75
EVS02862,3,450,7,9,AC Level 1,Fast Charging,No,0.3468705882352941,0.2745098039215686,156,5.689542483660131,61.23589743589743,150.0,0.4285714285714285,0,0,24/7,0.0372,61.24,16.37,2.51,168.0,0.3469,5.67,Unknown,6552,4.0,8.33,8262,390697.74,59951.52,0.6866359447004609,0.1540676745860331,0.2745098039215686,0.3536,Healthy Stable,19983.84,52.0
EVS02863,2,300,4,7,AC Level 1,Fast Charging,Yes,0.5206951219512196,0.298780487804878,166,6.61810975609756,61.89048192771085,150.0,0.5,1,1,9:00-18:00,0.0563,61.89,17.01,7.46,152.0,0.5207,6.59,Unknown,8134,6.0,8.43,9348,463156.17,203115.64,0.7327188940092166,0.10007199424046076,0.298780487804878,0.3926,Critical Congestion,101557.82,83.0
EVS02864,2,44,3,12,AC Level 2,Destination/AC,Yes,0.5308925,0.2333333333333333,121,3.998833333333333,63.180743801652895,22.0,0.6666666666666666,1,0,9:00-18:00,0.3819,63.18,17.28,3.52,116.0,0.5309,3.98,Unknown,3388,4.0,0.83,4560,250854.36,51140.4,0.5253456221198157,0.007919366450683946,0.2333333333333333,0.3019,Healthy Stable,25570.2,60.5
EVS02865,2,300,3,7,AC Level 2,Fast Charging,Yes,0.528290625,0.03125,32,1.5196875,63.3953125,150.0,0.6666666666666666,1,0,6:00-22:00,0.0637,63.4,19.39,8.09,29.0,0.5283,1.52,Unknown,32,2.0,0.0,352,19851.07,8286.72,0.1152073732718894,0.10007199424046076,0.03125,0.0386,Healthy Stable,4143.36,16.0
EVS02866,7,1050,8,10,AC Level 2,Fast Charging,No,0.133895652173913,0.0869565217391304,23,0.6900000000000001,56.23869565217392,150.0,0.875,0,0,6:00-22:00,0.0173,56.24,16.07,6.8,20.0,0.1339,0.69,Unknown,46,2.0,0.0,276,8502.46,3598.35,0.07373271889400922,0.37005039596832257,0.0869565217391304,-0.0097,Overbuilt,514.05,3.29
EVS02867,1,350,1,16,AC Level 1,Ultra-Fast Charging,No,0.888303947368421,0.8026315789473685,76,7.016710526315789,62.72236842105263,350.0,1.0,1,1,6:00-22:00,0.0483,62.72,17.34,2.84,67.0,0.8883,7.02,Unknown,4636,6.0,13.16,1976,100134.26,16394.72,0.3179723502304147,0.11807055435565153,0.8026315789473685,0.4246,Critical Congestion,16394.72,76.0
EVS02868,5,1750,7,7,AC Level 2,Ultra-Fast Charging,No,0.2028488888888888,0.0,45,0.7871111111111111,60.85488888888889,350.0,0.7142857142857143,0,0,24/7,0.0103,60.85,18.12,3.32,40.0,0.2028,0.79,Unknown,0,1.0,0.0,675,36685.17,6727.05,0.17511520737327188,0.6220302375809935,0.0,-0.0544,Healthy Stable,1345.41,9.0
EVS02869,1,350,1,5,AC Level 1,Ultra-Fast Charging,No,0.8854310810810812,0.777027027027027,149,8.120743243243243,59.54832214765101,350.0,1.0,1,1,6:00-22:00,0.0484,59.55,16.25,7.76,156.0,0.8854,8.11,Unknown,17135,5.0,14.09,6808,358305.63,171221.2,0.6543778801843319,0.11807055435565153,0.777027027027027,0.5489,Critical Congestion,171221.2,149.0
EVS02870,2,700,3,12,AC Level 1,Ultra-Fast Charging,Yes,0.5196877551020408,0.1224489795918367,49,2.5777551020408165,62.36183673469388,350.0,0.6666666666666666,1,0,6:00-22:00,0.0233,62.36,16.29,6.33,48.0,0.5197,2.58,Unknown,294,3.0,0.0,735,39107.34,15198.82,0.1935483870967742,0.244060475161987,0.1224489795918367,0.0776,Healthy Stable,7599.41,24.5
EVS02871,3,1050,5,11,AC Level 1,Ultra-Fast Charging,Yes,0.338076119402985,0.044776119402985,67,1.6622388059701494,60.85328358208955,350.0,0.6,0,0,6:00-22:00,0.0172,60.85,17.87,6.4,61.0,0.3381,1.66,Unknown,201,2.0,0.0,1675,80234.11,28716.87,0.2764976958525346,0.37005039596832257,0.044776119402985,0.0545,Healthy Stable,9572.29,22.33
EVS02872,8,1200,9,5,DC Fast Charger,Fast Charging,Yes,0.1128267857142857,0.0535714285714285,168,2.073095238095238,54.15541666666667,150.0,0.8888888888888888,0,0,24/7,0.0173,54.16,16.26,7.14,175.0,0.1128,2.07,Unknown,1512,3.0,0.0,9408,459036.14,201435.36,0.7419354838709677,0.4240460763138949,0.0535714285714285,0.2334,Overbuilt,25179.42,21.0
EVS02873,1,50,2,13,AC Level 1,Fast Charging,Yes,0.903663694267516,0.8598726114649682,157,8.804076433121018,63.05789808917198,50.0,0.5,1,1,24/7,0.3338,63.06,16.89,6.79,150.0,0.9037,8.8,Unknown,21195,6.0,14.01,10519,416323.34,167297.63,0.6912442396313364,0.010079193664506839,0.8598726114649682,0.6184,Critical Congestion,167297.63,157.0
EVS02874,1,350,1,5,AC Level 2,Ultra-Fast Charging,Yes,0.8962133333333333,0.85,60,6.557166666666666,64.61666666666666,350.0,1.0,1,1,24/7,0.0528,64.62,19.31,3.55,51.0,0.8962,6.56,Unknown,3060,6.0,8.33,1080,69532.98,12789.0,0.24423963133640555,0.11807055435565153,0.85,0.4141,Critical Congestion,12789.0,60.0
EVS02875,4,600,5,9,DC Fast Charger,Fast Charging,Yes,0.2220127906976744,0.0930232558139534,86,1.84453488372093,53.28302325581396,150.0,0.8,0,0,6:00-22:00,0.0359,53.28,16.22,6.98,78.0,0.222,1.84,Unknown,688,3.0,0.0,2580,119971.89,51635.26,0.3640552995391705,0.20806335493160547,0.0930232558139534,0.1412,Healthy Stable,12908.82,21.5
EVS02876,4,200,6,16,DC Fast Charger,Fast Charging,No,0.22426875,0.0982142857142857,112,2.326875,53.825535714285714,50.0,0.6666666666666666,0,0,6:00-22:00,0.1113,53.83,17.41,3.38,100.0,0.2243,2.33,Unknown,1232,3.0,0.0,4480,218451.3,42452.48,0.4838709677419355,0.06407487401007919,0.0982142857142857,0.22,Healthy Stable,10613.12,28.0
EVS02877,5,750,9,4,AC Level 2,Fast Charging,No,0.209193984962406,0.0977443609022556,133,2.12609022556391,62.75766917293233,150.0,0.5555555555555556,0,0,6:00-22:00,0.0226,62.76,17.44,7.28,124.0,0.2092,2.13,Unknown,1729,3.0,0.0,5054,308430.19,128778.58,0.5806451612903226,0.2620590352771778,0.0977443609022556,0.2189,Healthy Stable,25755.72,26.6
EVS02878,3,150,4,10,AC Level 2,Fast Charging,Yes,0.345083850931677,0.2360248447204969,161,4.730062111801242,62.11496894409938,50.0,0.75,0,0,9:00-18:00,0.1148,62.11,17.41,3.91,169.0,0.3451,4.73,Unknown,6118,3.0,4.97,7889,451366.72,101370.43,0.7096774193548387,0.04607631389488841,0.2360248447204969,0.3691,Healthy Stable,33790.14,53.67
EVS02879,5,1750,9,9,DC Fast Charger,Ultra-Fast Charging,Yes,0.1776931034482758,0.2137931034482758,146,3.572344827586207,52.94239726027397,350.0,0.5555555555555556,0,0,24/7,0.0141,52.94,17.85,8.57,158.0,0.1777,3.55,Unknown,4526,4.0,2.05,6960,377897.99,181389.2,0.6405529953917051,0.6220302375809935,0.2137931034482758,0.2173,Overbuilt,36277.84,29.2
EVS02880,2,700,3,4,AC Level 1,Ultra-Fast Charging,No,0.5103156950672646,0.3901345291479821,224,7.116659192825112,60.96785714285714,350.0,0.6666666666666666,0,1,6:00-22:00,0.0242,60.97,16.43,4.54,176.0,0.5103,7.09,Unknown,19488,8.0,10.71,17617,820557.04,226724.1,1.0,0.244060475161987,0.3901345291479821,0.5072,Expansion Candidate,113362.05,112.0
EVS02881,3,1050,5,4,DC Fast Charger,Ultra-Fast Charging,Yes,0.3270787878787878,0.0909090909090909,33,0.7999999999999999,58.87303030303031,350.0,0.6,0,0,9:00-18:00,0.0179,58.87,16.08,1.79,21.0,0.3271,0.8,Unknown,99,3.0,0.0,231,17510.96,1954.59,0.11981566820276499,0.37005039596832257,0.0909090909090909,0.0103,Healthy Stable,651.53,11.0
EVS02882,4,1400,5,16,AC Level 2,Ultra-Fast Charging,Yes,0.2538403846153846,0.0576923076923076,52,1.1709615384615384,60.9225,350.0,0.8,0,0,9:00-18:00,0.0127,60.92,17.47,2.69,53.0,0.2538,1.17,Unknown,156,2.0,0.0,1040,47245.17,7262.32,0.2073732718894009,0.496040316774658,0.0576923076923076,0.0068,Healthy Stable,1815.58,13.0
EVS02883,5,1750,7,10,DC Fast Charger,Ultra-Fast Charging,Yes,0.1709547826086956,0.0695652173913043,115,1.812521739130435,51.28634782608696,350.0,0.7142857142857143,0,0,24/7,0.0134,51.29,17.16,5.09,107.0,0.171,1.81,Unknown,920,2.0,0.0,4830,226893.51,67378.5,0.4976958525345623,0.6220302375809935,0.0695652173913043,0.1025,Overbuilt,13475.7,23.0
EVS02884,2,700,4,6,AC Level 1,Ultra-Fast Charging,Yes,0.5207833333333333,0.0,24,1.024166666666667,62.49416666666667,350.0,0.5,1,0,24/7,0.0251,62.49,17.33,4.03,23.0,0.5208,1.02,Unknown,0,1.0,0.0,144,9983.09,2319.36,0.07834101382488479,0.244060475161987,0.0,-0.0175,Healthy Stable,1159.68,12.0
EVS02885,3,66,6,11,AC Level 1,Destination/AC,No,0.3550236363636364,0.0727272727272727,55,2.380909090909091,63.904545454545456,22.0,0.5,0,0,9:00-18:00,0.2716,63.9,18.66,9.04,73.0,0.355,2.38,Unknown,220,3.0,0.0,880,56438.75,27336.1,0.22119815668202766,0.015838732901367888,0.0727272727272727,0.1144,Healthy Stable,9112.03,18.33
EVS02886,4,1400,5,7,AC Level 1,Ultra-Fast Charging,No,0.229263829787234,0.0425531914893617,47,0.996808510638298,55.02510638297872,350.0,0.8,0,0,24/7,0.0132,55.03,16.34,6.17,40.0,0.2293,1.0,Unknown,94,3.0,0.0,799,36096.14,13621.07,0.18433179723502305,0.496040316774658,0.0425531914893617,-0.0085,Healthy Stable,3405.27,11.75
EVS02887,1,150,2,4,AC Level 2,Fast Charging,No,0.90699,0.8214285714285714,140,8.298,63.80407142857143,150.0,0.5,1,1,9:00-18:00,0.1203,63.8,18.76,6.14,168.0,0.907,8.3,Unknown,16100,4.0,17.14,6580,367600.66,120355.2,0.6129032258064516,0.04607631389488841,0.8214285714285714,0.5645,Critical Congestion,120355.2,140.0
EVS02888,4,1400,7,16,DC Fast Charger,Ultra-Fast Charging,No,0.1926310344827586,0.1724137931034483,29,0.8596551724137931,46.22931034482759,350.0,0.5714285714285714,0,0,24/7,0.0191,46.23,17.75,3.12,25.0,0.1926,0.86,Unknown,145,3.0,0.0,319,14927.37,2622.76,0.10138248847926268,0.496040316774658,0.1724137931034483,0.0103,Overbuilt,655.69,7.25
EVS02889,4,88,6,15,AC Level 1,Destination/AC,Yes,0.2478722222222222,0.0,36,1.1705555555555556,59.48805555555556,22.0,0.6666666666666666,0,0,6:00-22:00,0.2112,59.49,18.24,5.54,39.0,0.2479,1.17,Unknown,0,1.0,0.0,324,23637.78,7183.8,0.1336405529953917,0.023758099352051837,0.0,0.0487,Healthy Stable,1795.95,9.0
EVS02890,5,1750,6,10,DC Fast Charger,Ultra-Fast Charging,Yes,0.16606,0.0545454545454545,55,0.7254545454545455,49.816909090909085,350.0,0.8333333333333334,0,0,24/7,0.0125,49.82,15.1,2.76,47.0,0.1661,0.73,Unknown,165,2.0,0.0,880,45683.28,8347.9,0.22119815668202766,0.6220302375809935,0.0545454545454545,-0.0141,Overbuilt,1669.58,11.0
EVS02891,6,132,9,4,AC Level 2,Destination/AC,No,0.1656533333333333,0.0666666666666666,30,0.6583333333333333,59.635666666666665,22.0,0.6666666666666666,0,0,9:00-18:00,0.1254,59.64,15.61,7.39,39.0,0.1657,0.66,Unknown,60,3.0,0.0,390,14046.87,6648.0,0.10599078341013826,0.03959683225341972,0.0666666666666666,0.0611,Low Demand,1108.0,5.0
EVS02892,4,600,7,12,DC Fast Charger,Fast Charging,Yes,0.2120210526315789,0.087719298245614,115,2.506184210526316,50.44234782608696,150.0,0.5714285714285714,0,0,6:00-22:00,0.039,50.44,16.61,3.58,108.0,0.212,2.51,Unknown,1150,2.0,0.0,5016,217747.75,46974.84,0.4976958525345623,0.20806335493160547,0.087719298245614,0.1926,Healthy Stable,11743.71,28.75
EVS02893,1,22,1,10,AC Level 2,Destination/AC,Yes,0.8789506024096385,0.7228915662650602,83,7.246867469879518,59.28469879518072,22.0,1.0,1,1,24/7,0.8072,59.28,16.98,2.44,75.0,0.879,7.25,Unknown,4980,5.0,13.25,2407,116992.82,16785.09,0.3502304147465438,0.0,0.7228915662650602,0.4292,Critical Congestion,16785.09,83.0
EVS02894,1,350,2,5,AC Level 1,Ultra-Fast Charging,No,0.8823611398963731,0.8031088082901554,193,8.714300518134715,62.00305699481866,350.0,0.5,1,1,6:00-22:00,0.0525,62.0,18.46,6.23,165.0,0.8824,8.71,Unknown,29915,8.0,16.06,11194,687476.04,231986.0,0.8571428571428572,0.11807055435565153,0.8031088082901554,0.6405,Critical Congestion,231986.0,193.0
EVS02895,4,88,7,13,AC Level 2,Destination/AC,No,0.247703947368421,0.0657894736842105,76,1.3544736842105265,59.448157894736845,22.0,0.5714285714285714,0,0,6:00-22:00,0.1916,59.45,16.1,6.93,58.0,0.2477,1.35,Unknown,380,3.0,0.0,2432,92998.31,40034.52,0.3179723502304147,0.023758099352051837,0.0657894736842105,0.1488,Healthy Stable,10008.63,19.0
EVS02896,6,2100,10,4,DC Fast Charger,Ultra-Fast Charging,No,0.1428020618556701,0.0515463917525773,97,1.5118556701030927,51.40845360824742,350.0,0.6,0,0,24/7,0.0105,51.41,15.38,2.03,103.0,0.1428,1.51,Unknown,485,3.0,0.0,2619,144701.21,19140.04,0.4147465437788018,0.748020158387329,0.0515463917525773,0.0369,Overbuilt,3190.01,16.17
EVS02897,4,200,7,12,DC Fast Charger,Fast Charging,Yes,0.2265933823529412,0.088235294117647,136,2.477867647058824,54.3825,50.0,0.5714285714285714,0,0,9:00-18:00,0.1076,54.38,16.64,7.6,123.0,0.2266,2.48,Unknown,1632,2.0,0.0,4624,307749.64,140590.0,0.5944700460829493,0.06407487401007919,0.088235294117647,0.2603,Healthy Stable,35147.5,34.0
EVS02898,5,110,9,4,DC Fast Charger,Destination/AC,Yes,0.2078943089430894,0.040650406504065,125,2.5116260162601627,61.37008,22.0,0.5555555555555556,0,0,9:00-18:00,0.1644,61.37,17.79,2.72,118.0,0.2079,2.51,Unknown,625,3.0,0.0,4428,273578.69,41762.19,0.543778801843318,0.03167746580273578,0.040650406504065,0.2274,Healthy Stable,8352.44,25.0
EVS02899,4,600,5,14,AC Level 1,Fast Charging,Yes,0.2641788461538462,0.1794871794871795,156,3.668589743589744,63.40307692307692,150.0,0.8,0,0,6:00-22:00,0.0281,63.4,17.32,2.12,146.0,0.2642,3.67,Unknown,4368,3.0,2.56,7956,421387.36,51707.76,0.6866359447004609,0.20806335493160547,0.1794871794871795,0.3048,Healthy Stable,12926.94,39.0
EVS02900,1,22,1,6,AC Level 1,Destination/AC,Yes,0.8719095238095237,0.6666666666666666,42,4.021428571428571,60.73761904761905,22.0,1.0,1,1,9:00-18:00,0.8318,60.74,18.09,4.78,48.0,0.8719,4.02,Unknown,1176,3.0,0.0,462,31906.6,8430.24,0.16129032258064516,0.0,0.6666666666666666,0.3312,Critical Congestion,8430.24,42.0
EVS02901,4,88,5,14,AC Level 2,Destination/AC,Yes,0.248476923076923,0.1318681318681318,91,2.5754945054945058,59.63395604395604,22.0,0.8,0,0,24/7,0.197,59.63,16.71,7.52,98.0,0.2485,2.58,Unknown,1092,4.0,0.0,3003,138357.13,62250.37,0.3870967741935484,0.023758099352051837,0.1318681318681318,0.2028,Healthy Stable,15562.59,22.75
EVS02902,4,600,7,15,AC Level 1,Fast Charging,No,0.2619893129770992,0.1984732824427481,131,4.3690076335877865,62.87664122137405,150.0,0.5714285714285714,0,0,6:00-22:00,0.0284,62.88,17.27,4.25,147.0,0.262,4.37,Unknown,3406,5.0,2.29,6157,296288.86,72871.37,0.5714285714285715,0.20806335493160547,0.1984732824427481,0.2663,Healthy Stable,18217.84,32.75
EVS02903,4,200,6,5,AC Level 1,Fast Charging,Yes,0.2484660256410256,0.1987179487179487,157,3.903237179487179,59.25235668789809,50.0,0.6666666666666666,0,0,24/7,0.0838,59.25,16.19,2.65,157.0,0.2485,3.92,Unknown,4867,3.0,1.27,9204,396492.72,65016.12,0.6912442396313364,0.06407487401007919,0.1987179487179487,0.3432,Healthy Stable,16254.03,39.25
EVS02904,3,150,6,4,AC Level 2,Fast Charging,Yes,0.3481658536585366,0.1463414634146341,123,3.712032520325203,62.66967479674797,50.0,0.5,0,0,9:00-18:00,0.1152,62.67,17.43,3.77,116.0,0.3482,3.71,Unknown,2214,4.0,1.63,5904,263686.66,57031.41,0.5345622119815668,0.04607631389488841,0.1463414634146341,0.2631,Healthy Stable,19010.47,41.0
EVS02905,6,900,9,5,AC Level 1,Fast Charging,Yes,0.1684330357142857,0.1339285714285714,112,1.92125,60.635892857142856,150.0,0.6666666666666666,0,0,9:00-18:00,0.0185,60.64,16.55,4.24,122.0,0.1684,1.92,Unknown,1680,3.0,0.0,4704,207634.9,53202.24,0.4838709677419355,0.3160547156227501,0.1339285714285714,0.1839,Overbuilt,8867.04,18.67
