Station_ID,Number_of_Chargers,Max_Station_Power_kW,Parking_Spots,Station_Age_Years,Charger_Type,Station_Type,Renewable_Energy_Source,Avg_Utilization,Congestion_Freq,Total_Sessions,Avg_Wait_Time,Avg_Session_Duration,Power_per_Charger,Charger_to_Parking_Ratio,Target_High_Util,Target_High_Congestion
EVS02118,2,44,3,16,AC Level 2,Destination/AC,No,0.5038864285714286,0.25,140,4.844714285714286,60.466499999999996,22.0,0.6666666666666666,0,0
EVS02119,3,450,4,12,DC Fast Charger,Fast Charging,Yes,0.299272,0.184,125,3.48872,53.86904,150.0,0.75,0,0
EVS02120,3,150,5,9,AC Level 1,Fast Charging,Yes,0.3289147887323944,0.2323943661971831,142,4.497746478873239,59.203802816901415,50.0,0.6,0,0
EVS02121,2,700,3,12,AC Level 1,Ultra-Fast Charging,No,0.5076955974842767,0.4025157232704403,159,7.285723270440252,60.92358490566038,350.0,0.6666666666666666,0,1
EVS02122,6,2100,7,10,DC Fast Charger,Ultra-Fast Charging,Yes,0.1435357142857143,0.14285714285714285,154,2.2985714285714285,51.672077922077925,350.0,0.8571428571428571,0,0
EVS02123,4,88,5,5,DC Fast Charger,Destination/AC,Yes,0.24836470588235296,0.11764705882352941,102,2.5270588235294116,59.607549019607845,22.0,0.8,0,0
EVS02124,6,900,7,4,DC Fast Charger,Fast Charging,No,0.1460937984496124,0.09302325581395349,129,1.8537209302325581,52.592170542635664,150.0,0.8571428571428571,0,0
EVS02125,3,66,6,13,AC Level 2,Destination/AC,No,0.3477593103448276,0.23448275862068965,145,4.311586206896552,62.59668965517242,22.0,0.5,0,0
EVS02126,3,450,4,13,DC Fast Charger,Fast Charging,Yes,0.2884381578947368,0.13157894736842105,77,2.3010526315789472,51.24376623376623,150.0,0.75,0,0
EVS02127,3,1050,4,13,AC Level 1,Ultra-Fast Charging,Yes,0.3693385714285714,0.15714285714285714,71,2.3601428571428573,65.54478873239437,350.0,0.75,0,0
EVS02128,2,700,3,3,AC Level 2,Ultra-Fast Charging,No,0.49443728813559323,0.2457627118644068,118,5.066271186440678,59.332542372881356,350.0,0.6666666666666666,0,0
EVS02129,3,150,6,6,AC Level 1,Fast Charging,No,0.3084578947368421,0.10526315789473684,19,1.03,55.52315789473685,50.0,0.5,0,0
EVS02130,2,700,4,6,AC Level 1,Ultra-Fast Charging,Yes,0.5239377049180328,0.19672131147540983,61,2.5472131147540984,62.87327868852459,350.0,0.5,1,0
EVS02131,2,44,3,13,AC Level 1,Destination/AC,Yes,0.5148365853658536,0.3008130081300813,123,6.371463414634147,61.779999999999994,22.0,0.6666666666666666,1,1
EVS02132,6,900,9,13,DC Fast Charger,Fast Charging,Yes,0.14779849246231155,0.10050251256281408,199,2.8483919597989953,53.20728643216081,150.0,0.6666666666666666,0,0
EVS02133,6,900,10,12,AC Level 2,Fast Charging,No,0.1674559633027523,0.06422018348623854,109,1.6058715596330275,60.28366972477064,150.0,0.6,0,0
EVS02134,2,300,3,9,AC Level 2,Fast Charging,Yes,0.4985984375,0.15625,64,3.53546875,59.831875,150.0,0.6666666666666666,0,0
EVS02135,5,1750,7,12,AC Level 2,Ultra-Fast Charging,No,0.20110540540540542,0.05405405405405406,74,1.5556756756756758,60.3308108108108,350.0,0.7142857142857143,0,0
EVS02136,5,110,10,10,AC Level 1,Destination/AC,Yes,0.21118296296296296,0.13333333333333333,137,2.7873333333333337,62.42970802919709,22.0,0.5,0,0
EVS02137,4,600,6,15,AC Level 2,Fast Charging,Yes,0.24932181818181817,0.12727272727272726,111,2.682318181818182,59.29963963963964,150.0,0.6666666666666666,0,0
EVS02138,1,150,1,6,AC Level 2,Fast Charging,No,0.8631842105263159,0.6842105263157895,19,2.311578947368421,57.137894736842114,150.0,1.0,1,1
EVS02139,2,300,3,3,DC Fast Charger,Fast Charging,Yes,0.43007500000000004,0.23076923076923078,104,4.569134615384615,51.60913461538462,150.0,0.6666666666666666,0,0
EVS02140,3,1050,6,14,AC Level 2,Ultra-Fast Charging,No,0.33547594936708863,0.08860759493670886,79,2.6258227848101265,60.385822784810124,350.0,0.5,0,0
EVS02141,1,150,2,11,DC Fast Charger,Fast Charging,No,0.801221875,0.6484375,128,7.484765625,52.61109375,150.0,0.5,1,1
EVS02142,1,22,3,16,DC Fast Charger,Destination/AC,No,0.9039164556962026,0.879746835443038,158,9.467911392405064,62.39417721518988,22.0,0.3333333333333333,1,1
EVS02143,3,150,4,3,AC Level 2,Fast Charging,Yes,0.3525976047904192,0.2754491017964072,167,5.550179640718563,63.467664670658685,50.0,0.75,0,0
EVS02144,4,200,9,14,AC Level 2,Fast Charging,No,0.2608132743362832,0.1415929203539823,113,2.5867256637168143,62.59513274336283,50.0,0.4444444444444444,0,0
EVS02145,6,900,10,15,DC Fast Charger,Fast Charging,Yes,0.14179857142857144,0.04285714285714286,71,1.1126428571428573,50.33042253521127,150.0,0.6,0,0
EVS02146,8,2800,9,3,AC Level 1,Ultra-Fast Charging,No,0.12215862068965518,0.022988505747126436,87,1.1122988505747127,58.63551724137931,350.0,0.8888888888888888,0,0
EVS02147,7,2450,9,8,AC Level 2,Ultra-Fast Charging,Yes,0.1445047619047619,0.07142857142857142,42,0.5769047619047619,60.68904761904762,350.0,0.7777777777777778,0,0
EVS02148,2,700,4,5,DC Fast Charger,Ultra-Fast Charging,No,0.4386478947368421,0.4368421052631579,190,8.566684210526317,52.63789473684211,350.0,0.5,0,1
EVS02149,2,300,4,12,AC Level 1,Fast Charging,Yes,0.5140060975609756,0.4146341463414634,166,6.7960365853658535,61.23343373493976,150.0,0.5,1,1
EVS02150,6,300,9,8,AC Level 1,Fast Charging,No,0.169946,0.13333333333333333,150,2.7818666666666663,61.17933333333333,50.0,0.6666666666666666,0,0
EVS02151,7,350,9,3,DC Fast Charger,Fast Charging,Yes,0.1271723076923077,0.03076923076923077,65,0.8693846153846153,53.41323076923077,50.0,0.7777777777777778,0,0
EVS02152,5,250,7,4,DC Fast Charger,Fast Charging,Yes,0.18150875,0.0375,80,1.3903750000000001,54.4525,50.0,0.7142857142857143,0,0
EVS02153,5,110,9,4,AC Level 1,Destination/AC,Yes,0.1999173076923077,0.09615384615384616,156,2.602307692307692,59.9749358974359,22.0,0.5555555555555556,0,0
EVS02154,2,100,5,13,AC Level 2,Fast Charging,Yes,0.5084019417475728,0.27184466019417475,103,4.632815533980582,61.21446601941748,50.0,0.4,0,0
EVS02155,6,300,9,8,AC Level 1,Fast Charging,No,0.1670170068027211,0.061224489795918366,147,1.7849659863945577,60.126326530612246,50.0,0.6666666666666666,0,0
EVS02156,3,450,4,16,DC Fast Charger,Fast Charging,No,0.295493670886076,0.12658227848101267,79,2.5951898734177217,53.18962025316455,150.0,0.75,0,0
EVS02157,6,2100,7,11,AC Level 2,Ultra-Fast Charging,No,0.1662,0.08695652173913043,92,1.3475,59.83369565217391,350.0,0.8571428571428571,0,0
EVS02158,4,1400,9,3,DC Fast Charger,Ultra-Fast Charging,Yes,0.218921875,0.171875,129,3.06796875,52.13379844961241,350.0,0.4444444444444444,0,0
EVS02159,5,250,7,3,AC Level 2,Fast Charging,Yes,0.19845808383233532,0.1377245508982036,168,2.5243413173652693,59.18315476190477,50.0,0.7142857142857143,0,0
EVS02160,4,1400,7,3,DC Fast Charger,Ultra-Fast Charging,No,0.22280833333333336,0.1111111111111111,73,1.9450694444444443,52.74205479452055,350.0,0.5714285714285714,0,0
EVS02161,1,350,1,8,AC Level 2,Ultra-Fast Charging,No,0.8981831168831169,0.7922077922077922,155,9.024155844155844,61.01800000000001,350.0,1.0,1,1
EVS02162,1,22,1,10,AC Level 2,Destination/AC,Yes,0.8826560606060606,0.7424242424242424,66,5.574090909090909,60.91590909090909,22.0,1.0,1,1
EVS02163,3,1050,5,13,DC Fast Charger,Ultra-Fast Charging,Yes,0.2865950617283951,0.037037037037037035,82,2.3885185185185187,50.95878048780488,350.0,0.6,0,0
EVS02164,2,100,5,5,AC Level 2,Fast Charging,No,0.5157198830409357,0.39766081871345027,171,7.5007017543859655,61.886608187134506,50.0,0.4,1,1
EVS02165,1,50,1,14,AC Level 2,Fast Charging,Yes,0.9060041916167664,0.8622754491017964,168,8.208622754491017,62.13238095238095,50.0,1.0,1,1
EVS02166,4,88,7,4,AC Level 2,Destination/AC,Yes,0.249627374301676,0.18435754189944134,181,3.873854748603352,59.24872928176796,22.0,0.5714285714285714,0,0
EVS02167,5,1750,7,12,DC Fast Charger,Ultra-Fast Charging,Yes,0.18088387096774194,0.03225806451612903,62,1.4525806451612904,54.26548387096774,350.0,0.7142857142857143,0,0
EVS02168,4,200,6,5,AC Level 2,Fast Charging,Yes,0.25525744680851065,0.1773049645390071,141,3.7244680851063827,61.26127659574468,50.0,0.6666666666666666,0,0
EVS02169,8,2800,10,12,AC Level 1,Ultra-Fast Charging,No,0.13034350282485874,0.07344632768361582,178,1.9225141242937855,62.212078651685395,350.0,0.8,0,0
EVS02170,3,66,6,16,AC Level 1,Destination/AC,Yes,0.34952783505154644,0.2422680412371134,195,5.631469072164949,62.59174358974359,22.0,0.5,0,0
EVS02171,4,1400,7,12,AC Level 2,Ultra-Fast Charging,No,0.25403684210526317,0.05263157894736842,19,0.6842105263157895,60.97052631578948,350.0,0.5714285714285714,0,0
EVS02172,1,50,1,12,DC Fast Charger,Fast Charging,No,0.7830039999999999,0.6466666666666666,150,8.047266666666665,50.775666666666666,50.0,1.0,1,1
EVS02173,1,50,3,4,AC Level 2,Fast Charging,No,0.8880886486486487,0.8378378378378378,187,9.154594594594593,60.20155080213904,50.0,0.3333333333333333,1,1
EVS02174,3,150,6,5,AC Level 2,Fast Charging,Yes,0.3389684931506849,0.18493150684931506,146,4.183904109589041,61.01458904109589,50.0,0.5,0,0
EVS02175,6,2100,8,8,AC Level 1,Ultra-Fast Charging,No,0.17375789473684208,0.0,57,0.9945614035087719,62.5540350877193,350.0,0.75,0,0
EVS02176,1,22,2,4,AC Level 1,Destination/AC,Yes,0.8812571428571429,0.8345864661654135,133,9.161203007518797,61.06330827067669,22.0,0.5,1,1
EVS02177,1,22,3,12,DC Fast Charger,Destination/AC,No,0.8804157894736842,0.7631578947368421,38,3.081578947368421,62.892105263157895,22.0,0.3333333333333333,1,1
EVS02178,1,150,1,10,AC Level 2,Fast Charging,Yes,0.8904226890756303,0.8403361344537815,119,7.4405882352941175,60.751680672268904,150.0,1.0,1,1
EVS02179,5,750,10,10,DC Fast Charger,Fast Charging,Yes,0.1710963503649635,0.08029197080291971,137,2.0364963503649633,51.32788321167883,150.0,0.5,0,0
EVS02180,8,1200,10,11,AC Level 1,Fast Charging,Yes,0.12774909090909092,0.03636363636363636,110,1.0554545454545454,61.32145454545454,150.0,0.8,0,0
EVS02181,5,750,6,8,AC Level 1,Fast Charging,Yes,0.2142512195121951,0.13008130081300814,124,2.730284552845528,63.75709677419355,150.0,0.8333333333333334,0,0
EVS02182,2,700,5,11,DC Fast Charger,Ultra-Fast Charging,No,0.453005,0.11666666666666667,60,2.6118333333333337,54.3605,350.0,0.4,0,0
EVS02183,5,1750,6,10,AC Level 1,Ultra-Fast Charging,No,0.20438492063492064,0.06349206349206349,127,1.9624206349206348,60.83464566929134,350.0,0.8333333333333334,0,0
EVS02184,3,150,4,7,DC Fast Charger,Fast Charging,No,0.3043032520325203,0.17886178861788618,124,3.46760162601626,54.33290322580645,50.0,0.75,0,0
EVS02185,6,300,7,13,AC Level 2,Fast Charging,No,0.16898596491228068,0.07017543859649122,114,2.010438596491228,60.835087719298244,50.0,0.8571428571428571,0,0
EVS02186,4,88,7,10,AC Level 1,Destination/AC,No,0.2605673469387755,0.12244897959183673,49,1.233469387755102,62.536734693877555,22.0,0.5714285714285714,0,0
EVS02187,2,44,3,12,AC Level 1,Destination/AC,Yes,0.5062432432432433,0.24324324324324326,74,3.1840540540540543,60.74878378378378,22.0,0.6666666666666666,0,0
EVS02188,1,50,1,15,AC Level 1,Fast Charging,No,0.8680714285714286,0.7380952380952381,42,5.169047619047619,59.099761904761905,50.0,1.0,1,1
EVS02189,4,600,5,4,AC Level 1,Fast Charging,Yes,0.260722,0.08,100,2.088,62.573100000000004,150.0,0.8,0,0
EVS02190,4,88,6,16,AC Level 1,Destination/AC,No,0.24592362204724408,0.10236220472440945,128,2.585236220472441,58.560234375,22.0,0.6666666666666666,0,0
EVS02191,4,1400,6,16,AC Level 2,Ultra-Fast Charging,No,0.2527953846153846,0.09230769230769231,65,2.0816923076923075,60.671076923076924,350.0,0.6666666666666666,0,0
EVS02192,1,150,1,9,DC Fast Charger,Fast Charging,No,0.7845704081632653,0.6632653061224489,98,7.469183673469388,50.76081632653061,150.0,1.0,1,1
EVS02193,4,1400,6,7,DC Fast Charger,Ultra-Fast Charging,Yes,0.23399722222222222,0.013888888888888888,73,1.43625,55.39054794520548,350.0,0.6666666666666666,0,0
EVS02194,8,176,10,15,AC Level 1,Destination/AC,Yes,0.1196529411764706,0.058823529411764705,52,0.947843137254902,56.33269230769231,22.0,0.8,0,0
EVS02195,6,300,10,14,DC Fast Charger,Fast Charging,No,0.142516,0.048,125,1.7159200000000001,51.30488,50.0,0.6,0,0
EVS02196,3,450,4,16,AC Level 1,Fast Charging,No,0.34133195266272187,0.23668639053254437,170,4.733994082840236,61.079235294117645,150.0,0.75,0,0
EVS02197,5,750,9,3,AC Level 2,Fast Charging,Yes,0.21580169491525425,0.0847457627118644,59,1.4527118644067798,64.74169491525423,150.0,0.5555555555555556,0,0
EVS02198,4,200,6,12,AC Level 2,Fast Charging,No,0.25454,0.19428571428571428,175,3.8481714285714284,61.08977142857143,50.0,0.6666666666666666,0,0
EVS02199,1,22,2,5,DC Fast Charger,Destination/AC,No,0.9241371134020618,0.865979381443299,97,8.369484536082474,64.84123711340206,22.0,0.5,1,1
EVS02200,3,150,4,12,AC Level 1,Fast Charging,Yes,0.3323029411764706,0.0,34,0.9820588235294118,59.81617647058823,50.0,0.75,0,0
EVS02201,8,400,9,14,AC Level 2,Fast Charging,Yes,0.12177432432432433,0.08108108108108109,74,0.8439189189189189,58.45202702702702,50.0,0.8888888888888888,0,0
EVS02202,4,200,6,14,DC Fast Charger,Fast Charging,Yes,0.2106705882352941,0.17647058823529413,17,0.5494117647058824,50.561764705882354,50.0,0.6666666666666666,0,0
EVS02203,4,200,6,11,AC Level 2,Fast Charging,No,0.2536136363636364,0.045454545454545456,22,0.6577272727272727,60.86590909090909,50.0,0.6666666666666666,0,0
EVS02204,3,66,5,7,AC Level 1,Destination/AC,Yes,0.33838970588235295,0.10294117647058823,68,1.9654411764705884,60.908529411764704,22.0,0.6,0,0
EVS02205,5,110,9,14,DC Fast Charger,Destination/AC,No,0.20419611650485436,0.05825242718446602,103,1.666504854368932,61.259417475728156,22.0,0.5555555555555556,0,0
EVS02206,4,600,7,9,AC Level 1,Fast Charging,Yes,0.26407793103448274,0.2,146,3.2720344827586207,62.94465753424657,150.0,0.5714285714285714,0,0
EVS02207,2,300,5,15,AC Level 2,Fast Charging,Yes,0.54805,0.10526315789473684,38,1.5513157894736842,66.06342105263157,150.0,0.4,1,0
EVS02208,1,150,2,10,AC Level 2,Fast Charging,Yes,0.9103820987654321,0.8703703703703703,162,8.341604938271605,63.498148148148154,150.0,0.5,1,1
EVS02209,1,22,2,13,DC Fast Charger,Destination/AC,No,0.9017967741935484,0.7741935483870968,62,5.130483870967742,61.48564516129032,22.0,0.5,1,1
EVS02210,1,350,2,16,AC Level 1,Ultra-Fast Charging,Yes,0.8851708333333334,0.7916666666666666,24,3.216666666666667,65.2275,350.0,0.5,1,1
EVS02211,8,1200,10,10,AC Level 1,Fast Charging,No,0.12676016949152544,0.05084745762711865,118,1.3468644067796611,60.844237288135595,150.0,0.8,0,0
EVS02212,2,44,3,13,AC Level 1,Destination/AC,No,0.5084819875776397,0.36024844720496896,162,6.588540372670808,60.76253086419754,22.0,0.6666666666666666,0,1
EVS02213,2,700,3,13,AC Level 2,Ultra-Fast Charging,No,0.51738125,0.2767857142857143,112,5.182946428571428,62.08616071428571,350.0,0.6666666666666666,1,0
EVS02214,4,200,5,6,AC Level 2,Fast Charging,No,0.2657371428571429,0.08571428571428572,35,0.9011428571428571,63.77628571428571,50.0,0.8,0,0
EVS02215,6,900,9,5,AC Level 1,Fast Charging,No,0.1609969696969697,0.030303030303030304,33,0.6766666666666666,57.95727272727272,150.0,0.6666666666666666,0,0
EVS02216,3,450,5,16,AC Level 1,Fast Charging,No,0.31920625,0.075,80,2.590625,57.456500000000005,150.0,0.6,0,0
EVS02217,5,250,8,12,AC Level 2,Fast Charging,Yes,0.2020445652173913,0.07608695652173914,92,1.5723913043478261,60.612500000000004,50.0,0.625,0,0
EVS02218,5,110,8,4,DC Fast Charger,Destination/AC,Yes,0.20156300000000002,0.15,200,3.062,60.468900000000005,22.0,0.625,0,0
EVS02219,3,450,5,13,DC Fast Charger,Fast Charging,Yes,0.28655507246376816,0.08695652173913043,69,1.781159420289855,51.580579710144924,150.0,0.6,0,0
EVS02220,3,66,5,14,AC Level 2,Destination/AC,No,0.35015573770491804,0.08196721311475409,61,1.529672131147541,63.027540983606556,22.0,0.6,0,0
EVS02221,6,132,10,7,DC Fast Charger,Destination/AC,Yes,0.16675875,0.0875,160,2.513,60.0333125,22.0,0.6,0,0
EVS02222,3,450,4,8,AC Level 2,Fast Charging,No,0.3401936170212766,0.0851063829787234,47,1.3357446808510638,61.23489361702128,150.0,0.75,0,0
EVS02223,1,350,2,5,AC Level 2,Ultra-Fast Charging,No,0.8719444444444444,0.7777777777777778,18,1.5122222222222221,59.46555555555556,350.0,0.5,1,1
EVS02224,5,750,7,5,AC Level 2,Fast Charging,Yes,0.2136054794520548,0.0684931506849315,73,2.1824657534246574,64.08260273972603,150.0,0.7142857142857143,0,0
EVS02225,4,1400,8,10,DC Fast Charger,Ultra-Fast Charging,No,0.22203263157894737,0.06315789473684211,95,1.8003157894736843,53.28757894736842,350.0,0.5,0,0
EVS02226,5,250,8,10,DC Fast Charger,Fast Charging,No,0.1739686956521739,0.06086956521739131,116,2.1100434782608697,51.73982758620689,50.0,0.625,0,0
EVS02227,6,2100,8,12,DC Fast Charger,Ultra-Fast Charging,Yes,0.1386965909090909,0.13068181818181818,178,2.705056818181818,49.36865168539326,350.0,0.75,0,0
EVS02228,5,250,9,6,AC Level 1,Fast Charging,Yes,0.20023197278911564,0.14285714285714285,148,3.055646258503401,59.66493243243243,50.0,0.5555555555555556,0,0
EVS02229,1,350,1,14,AC Level 1,Ultra-Fast Charging,Yes,0.8879535211267605,0.8028169014084507,71,5.678591549295775,61.37802816901409,350.0,1.0,1,1
EVS02230,1,22,2,13,AC Level 2,Destination/AC,No,0.8799748538011696,0.847953216374269,171,9.223976608187135,61.20742690058479,22.0,0.5,1,1
EVS02231,1,150,2,14,AC Level 1,Fast Charging,No,0.8970074074074075,0.8222222222222222,136,7.523037037037037,63.305294117647065,150.0,0.5,1,1
EVS02232,5,1750,6,12,AC Level 1,Ultra-Fast Charging,No,0.20379545454545456,0.13636363636363635,22,0.5222727272727273,61.13954545454545,350.0,0.8333333333333334,0,0
EVS02233,3,450,5,6,AC Level 1,Fast Charging,No,0.34328068181818183,0.2727272727272727,179,5.596420454545455,60.75502793296089,150.0,0.6,0,0
EVS02234,5,1750,10,9,AC Level 2,Ultra-Fast Charging,Yes,0.22258000000000003,0.03333333333333333,30,0.791,66.77533333333334,350.0,0.5,0,0
EVS02235,2,300,2,4,AC Level 1,Fast Charging,Yes,0.511,0.3153153153153153,112,5.165405405405406,60.869910714285716,150.0,1.0,0,1
EVS02236,5,750,7,10,AC Level 2,Fast Charging,Yes,0.2064095588235294,0.17647058823529413,136,2.759264705882353,61.92382352941176,150.0,0.7142857142857143,0,0
EVS02237,7,350,10,9,AC Level 1,Fast Charging,Yes,0.14863076923076923,0.057692307692307696,52,1.021346153846154,62.425,50.0,0.7,0,0
EVS02238,3,150,6,15,AC Level 2,Fast Charging,No,0.34085866666666664,0.12,75,2.516,61.354933333333335,50.0,0.5,0,0
EVS02239,2,700,3,7,AC Level 1,Ultra-Fast Charging,No,0.4914711111111111,0.18888888888888888,90,3.9034444444444443,58.976111111111116,350.0,0.6666666666666666,0,0
EVS02240,1,22,1,8,AC Level 1,Destination/AC,Yes,0.9117407407407406,0.8941798941798942,189,8.947566137566136,63.05936507936507,22.0,1.0,1,1
EVS02241,5,110,10,6,AC Level 1,Destination/AC,Yes,0.2046537037037037,0.09259259259259259,54,0.9957407407407408,61.3962962962963,22.0,0.5,0,0
EVS02242,1,150,2,14,AC Level 2,Fast Charging,Yes,0.8697255813953488,0.8294573643410853,129,9.165891472868218,59.535658914728685,150.0,0.5,1,1
EVS02243,1,350,1,3,AC Level 2,Ultra-Fast Charging,No,0.8835759615384616,0.7884615384615384,104,6.479230769230769,62.50884615384616,350.0,1.0,1,1
EVS02244,5,110,8,12,AC Level 2,Destination/AC,No,0.19549696969696972,0.06060606060606061,33,0.6784848484848485,58.64878787878787,22.0,0.625,0,0
EVS02245,4,88,9,3,DC Fast Charger,Destination/AC,Yes,0.2506188405797101,0.18115942028985507,139,3.4465942028985506,59.71539568345324,22.0,0.4444444444444444,0,0
EVS02246,1,150,1,6,DC Fast Charger,Fast Charging,No,0.8056131428571429,0.7371428571428571,178,9.126542857142857,53.67932584269663,150.0,1.0,1,1
EVS02247,4,1400,7,10,DC Fast Charger,Ultra-Fast Charging,No,0.21573962264150945,0.18867924528301888,107,2.9865566037735847,51.29299065420561,350.0,0.5714285714285714,0,0
EVS02248,1,150,1,13,DC Fast Charger,Fast Charging,Yes,0.8341000000000001,0.6428571428571429,42,4.488809523809524,55.50952380952381,150.0,1.0,1,1
EVS02249,6,132,7,7,AC Level 1,Destination/AC,Yes,0.17854054054054053,0.13513513513513514,37,0.9021621621621623,64.2727027027027,22.0,0.8571428571428571,0,0
EVS02250,3,1050,7,3,AC Level 2,Ultra-Fast Charging,No,0.34555056179775284,0.11235955056179775,90,2.531629213483146,61.508,350.0,0.42857142857142855,0,0
EVS02251,1,22,1,5,AC Level 2,Destination/AC,No,0.8795946428571428,0.8571428571428571,112,8.165714285714285,60.64357142857143,22.0,1.0,1,1
EVS02252,4,1400,6,3,AC Level 2,Ultra-Fast Charging,Yes,0.255971,0.09,100,2.3377,61.4346,350.0,0.6666666666666666,0,0
EVS02253,1,350,2,8,DC Fast Charger,Ultra-Fast Charging,No,0.7866782608695652,0.6739130434782609,46,5.00695652173913,51.171521739130434,350.0,0.5,1,1
EVS02254,3,66,4,16,DC Fast Charger,Destination/AC,Yes,0.3355421052631579,0.09649122807017543,114,3.3768421052631576,60.39657894736842,22.0,0.75,0,0
EVS02255,6,2100,7,8,AC Level 1,Ultra-Fast Charging,No,0.18083174603174604,0.031746031746031744,63,0.8934920634920634,65.10079365079366,350.0,0.8571428571428571,0,0
EVS02256,4,200,6,5,DC Fast Charger,Fast Charging,No,0.2242111111111111,0.18253968253968253,126,2.9984126984126984,53.8115873015873,50.0,0.6666666666666666,0,0
EVS02257,1,50,1,11,AC Level 2,Fast Charging,Yes,0.8763512658227849,0.8037974683544303,159,8.482056962025316,59.900314465408805,50.0,1.0,1,1
EVS02258,8,176,9,15,AC Level 1,Destination/AC,Yes,0.12917534246575343,0.0410958904109589,146,1.5192465753424658,62.004657534246576,22.0,0.8888888888888888,0,0
EVS02259,2,44,4,6,AC Level 2,Destination/AC,Yes,0.5128055555555555,0.1111111111111111,18,0.71,61.538333333333334,22.0,0.5,1,0
EVS02260,4,200,5,6,AC Level 2,Fast Charging,No,0.25834010989010986,0.21978021978021978,184,3.9450549450549453,61.327336956521734,50.0,0.8,0,0
EVS02261,4,1400,6,13,DC Fast Charger,Ultra-Fast Charging,Yes,0.23095714285714286,0.09523809523809523,21,0.5071428571428571,55.43095238095238,350.0,0.6666666666666666,0,0
EVS02262,1,22,1,5,DC Fast Charger,Destination/AC,No,0.8803823899371068,0.8427672955974843,159,9.18943396226415,61.84836477987421,22.0,1.0,1,1
EVS02263,5,110,6,12,AC Level 2,Destination/AC,Yes,0.20173684210526316,0.0,19,0.4242105263157895,60.52052631578948,22.0,0.8333333333333334,0,0
EVS02264,6,900,9,5,DC Fast Charger,Fast Charging,Yes,0.146157,0.05,100,1.6805,52.617799999999995,150.0,0.6666666666666666,0,0
EVS02265,6,900,10,11,AC Level 2,Fast Charging,No,0.17423142857142856,0.05714285714285714,35,0.5217142857142858,62.720571428571425,150.0,0.6,0,0
EVS02266,1,150,2,6,AC Level 1,Fast Charging,Yes,0.8925294117647059,0.7058823529411765,34,2.936176470588235,60.339999999999996,150.0,0.5,1,1
EVS02267,3,450,4,10,AC Level 2,Fast Charging,Yes,0.3217747967479675,0.1951219512195122,123,4.558455284552845,57.91918699186992,150.0,0.75,0,0
EVS02268,3,1050,4,14,AC Level 1,Ultra-Fast Charging,Yes,0.3423632911392405,0.18354430379746836,160,4.157974683544304,60.8551875,350.0,0.75,0,0
EVS02269,2,300,3,16,DC Fast Charger,Fast Charging,Yes,0.4441136363636364,0.045454545454545456,22,1.5695454545454546,53.29318181818182,150.0,0.6666666666666666,0,0
EVS02270,3,66,4,13,AC Level 2,Destination/AC,Yes,0.3500690476190476,0.25,168,5.451428571428572,63.0125,22.0,0.75,0,0
EVS02271,1,22,1,11,DC Fast Charger,Destination/AC,Yes,0.9105702380952381,0.8452380952380952,84,6.134047619047619,62.9352380952381,22.0,1.0,1,1
EVS02272,5,250,8,12,DC Fast Charger,Fast Charging,No,0.17672786885245903,0.06557377049180328,61,1.5406557377049181,53.01606557377049,50.0,0.625,0,0
EVS02273,3,450,7,15,AC Level 1,Fast Charging,Yes,0.38293396226415094,0.03773584905660377,53,1.9320754716981132,68.92924528301887,150.0,0.42857142857142855,0,0
EVS02274,4,1400,7,5,AC Level 2,Ultra-Fast Charging,No,0.2697827586206897,0.10344827586206896,87,2.021034482758621,64.74827586206897,350.0,0.5714285714285714,0,0
EVS02275,4,1400,9,11,DC Fast Charger,Ultra-Fast Charging,No,0.2220625,0.03125,32,1.30125,53.2965625,350.0,0.4444444444444444,0,0
EVS02276,3,450,6,10,DC Fast Charger,Fast Charging,Yes,0.3008048780487805,0.14634146341463414,83,2.5931707317073167,53.49180722891566,150.0,0.5,0,0
EVS02277,3,66,5,10,DC Fast Charger,Destination/AC,Yes,0.32190196078431377,0.0196078431372549,51,1.6198039215686275,57.94274509803921,22.0,0.6,0,0
EVS02278,2,700,5,16,AC Level 1,Ultra-Fast Charging,Yes,0.5261083333333333,0.041666666666666664,24,0.9570833333333333,63.13375,350.0,0.4,1,0
EVS02279,5,110,9,5,AC Level 2,Destination/AC,No,0.201273,0.1,100,1.6334,60.381899999999995,22.0,0.5555555555555556,0,0
EVS02280,4,600,5,4,DC Fast Charger,Fast Charging,No,0.2174135593220339,0.17796610169491525,118,3.406694915254237,52.17923728813559,150.0,0.8,0,0
EVS02281,3,450,6,9,DC Fast Charger,Fast Charging,No,0.29204177215189875,0.20253164556962025,158,4.343227848101266,52.567784810126575,150.0,0.5,0,0
EVS02282,8,2800,10,7,AC Level 1,Ultra-Fast Charging,No,0.13074520547945204,0.0410958904109589,73,1.051917808219178,62.754794520547954,350.0,0.8,0,0
EVS02283,5,110,6,7,AC Level 2,Destination/AC,No,0.21611846153846154,0.12307692307692308,65,1.1292307692307693,64.83476923076924,22.0,0.8333333333333334,0,0
EVS02284,5,250,8,16,AC Level 2,Fast Charging,No,0.2130855172413793,0.13793103448275862,145,2.8338620689655176,63.92558620689655,50.0,0.625,0,0
EVS02285,8,400,10,5,DC Fast Charger,Fast Charging,Yes,0.11355322580645162,0.12096774193548387,124,1.9188709677419356,54.505887096774195,50.0,0.8,0,0
