Station_ID,Date,Hour,Traffic_Volume,Average_Speed_kmh,Congestion_Level
EVS02387,2024-02-12,13,364,38.2,Moderate
EVS04479,2024-05-03,7,732,26.4,High
EVS03037,2024-10-18,9,660,33.3,High
EVS03099,2024-12-16,10,526,29.3,Moderate
EVS00965,2024-10-27,16,530,33.4,High
EVS00569,2025-03-03,15,757,29.2,Severe
EVS01057,2024-08-21,20,1002,27.3,Severe
EVS00932,2025-07-09,21,497,34.1,Moderate
EVS03029,2024-01-11,6,572,22.1,High
EVS04789,2024-01-19,0,480,32.3,Moderate
EVS02840,2025-01-28,7,612,34.8,Moderate
EVS03006,2024-06-11,10,638,29.7,High
EVS00212,2024-11-03,11,244,46.0,Moderate
EVS00985,2025-09-30,18,1153,12.0,Severe
EVS04199,2025-10-16,23,416,36.2,Moderate
EVS01948,2024-11-30,18,763,23.0,Severe
EVS03437,2024-07-13,11,350,42.0,Moderate
EVS00081,2025-06-02,20,931,25.2,Severe
EVS04638,2024-07-07,13,212,41.7,Low
EVS00711,2024-11-05,1,342,43.3,Low
EVS01167,2024-04-11,21,461,38.2,Moderate
EVS02097,2025-07-29,12,447,28.8,Moderate
EVS04850,2025-02-02,1,282,50.0,Low
EVS01707,2025-04-23,19,775,23.8,Severe
EVS04237,2025-06-09,15,519,31.1,Moderate
EVS02352,2025-03-29,19,1039,26.7,Severe
EVS02094,2024-05-30,11,525,30.8,Moderate
EVS02267,2024-12-15,13,225,48.3,Low
EVS01962,2025-05-16,7,880,23.2,Severe
EVS00264,2025-06-16,12,534,33.6,High
EVS00775,2024-03-06,13,337,41.5,Moderate
EVS02375,2024-02-06,11,464,36.2,Moderate
EVS00151,2024-05-01,21,818,23.4,Severe
EVS02541,2024-07-08,22,453,32.0,Moderate
EVS01522,2025-03-22,20,707,29.0,Severe
EVS01550,2025-12-21,21,342,49.9,Moderate
EVS00690,2024-03-05,11,304,36.8,Moderate
EVS02165,2024-05-07,19,929,17.6,Severe
EVS03692,2025-01-15,20,639,27.1,High
EVS04096,2024-05-29,10,413,42.0,Moderate
EVS01322,2025-06-21,21,483,32.3,Moderate
EVS02279,2024-06-12,23,330,36.9,Low
EVS03465,2025-11-24,0,265,41.7,Moderate
EVS01347,2025-08-07,6,536,31.7,Moderate
EVS02416,2025-05-06,2,286,43.0,Moderate
EVS03331,2025-09-10,4,389,32.0,Moderate
EVS03255,2025-01-01,23,440,36.3,Moderate
EVS04339,2024-09-05,11,369,40.3,Moderate
EVS04147,2025-02-12,20,634,28.5,High
EVS02738,2024-06-19,2,357,41.4,Moderate
EVS04652,2025-05-03,9,454,44.3,Moderate
EVS00739,2025-03-05,23,391,44.0,Moderate
EVS04319,2025-11-08,20,574,30.5,Moderate
EVS00743,2025-12-18,1,454,41.7,High
EVS02429,2024-06-18,22,346,45.3,Moderate
EVS03149,2024-01-16,12,389,43.8,Moderate
EVS02906,2025-05-09,11,358,36.5,Moderate
EVS03304,2024-10-17,7,934,13.4,Severe
EVS02514,2024-06-11,13,394,38.0,Moderate
EVS04762,2025-05-23,4,321,40.6,Moderate
EVS02493,2024-09-23,11,419,42.7,Moderate
EVS03625,2024-09-16,2,313,38.6,Moderate
EVS03189,2024-09-05,5,452,33.8,Moderate
EVS04098,2025-03-04,13,478,33.5,Moderate
EVS02766,2024-01-04,11,387,38.6,Moderate
EVS00864,2024-04-27,9,596,32.6,High
EVS01449,2024-02-10,10,431,38.7,Moderate
EVS04156,2024-11-24,13,253,43.1,Moderate
EVS02729,2024-04-12,21,362,33.7,Moderate
EVS01381,2025-02-20,21,674,35.2,High
EVS02021,2025-02-18,1,292,40.3,Moderate
EVS02719,2025-04-01,15,474,36.2,Moderate
EVS01067,2025-04-13,14,240,46.1,Low
EVS00339,2025-10-16,12,480,37.1,High
EVS04029,2024-09-11,10,420,38.6,Moderate
EVS02378,2025-12-30,11,569,37.8,High
EVS00596,2025-02-18,22,474,32.0,Moderate
EVS00046,2024-02-07,15,565,33.0,High
EVS03332,2024-04-26,9,719,30.3,Severe
EVS03969,2024-09-29,13,239,49.8,Low
EVS00983,2024-09-19,12,395,38.2,Moderate
EVS04394,2025-07-09,17,1030,14.5,Severe
EVS04792,2025-12-29,16,729,25.8,Severe
EVS00038,2025-10-22,3,329,44.5,Moderate
EVS01053,2024-10-22,4,354,37.3,Moderate
EVS02023,2025-06-24,2,345,44.8,Moderate
EVS00691,2024-12-25,4,428,40.4,Moderate
EVS02354,2024-01-24,21,400,43.1,Moderate
EVS03516,2024-12-28,17,771,17.1,High
EVS03635,2025-12-22,7,792,21.6,Severe
EVS04500,2025-11-08,11,379,39.6,Moderate
EVS00229,2024-01-17,15,505,40.3,Moderate
EVS04568,2024-04-15,22,406,31.4,Moderate
EVS00491,2024-01-19,8,633,31.4,High
EVS01278,2025-09-24,15,367,34.6,Moderate
EVS02729,2025-03-18,4,380,44.4,Moderate
EVS02055,2025-06-30,12,379,36.4,Moderate
EVS03514,2024-08-11,16,560,32.4,High
EVS03068,2025-03-04,15,624,40.6,High
EVS02190,2025-04-19,8,624,31.1,Severe
EVS03212,2025-01-18,11,275,41.9,Low
EVS04977,2024-10-27,23,284,41.5,Low
EVS03149,2025-04-18,17,738,21.8,Severe
EVS00616,2025-12-03,19,863,19.3,Severe
EVS01127,2024-07-04,11,321,38.2,Low
EVS01469,2024-01-14,5,298,47.7,Moderate
EVS01012,2024-10-15,7,619,32.8,High
EVS00107,2024-11-19,15,420,35.3,Moderate
EVS03371,2025-11-22,2,241,41.4,Low
EVS02953,2024-10-21,9,644,26.4,High
EVS00719,2024-07-20,10,350,41.8,Low
EVS02039,2025-04-06,15,546,19.7,High
EVS01422,2024-03-02,10,434,36.4,Moderate
EVS02435,2024-09-03,1,331,41.6,Low
EVS04130,2025-10-11,18,1091,12.0,Severe
EVS00546,2024-07-19,12,482,34.2,High
EVS00840,2025-03-07,1,395,34.2,High
EVS04919,2024-08-19,9,896,16.1,Severe
EVS02493,2024-12-18,22,516,35.1,Moderate
EVS04290,2025-02-25,2,224,43.7,Low
EVS00542,2024-03-08,12,415,35.8,Moderate
EVS01998,2025-09-21,20,604,29.3,Moderate
EVS03114,2024-06-06,1,379,39.2,Moderate
EVS01579,2025-12-25,2,324,38.3,Low
EVS04069,2024-01-21,11,404,29.2,Moderate
EVS04002,2025-01-31,12,426,32.2,Moderate
EVS04349,2024-04-05,3,321,40.6,Moderate
EVS04322,2025-01-18,12,299,40.3,Moderate
EVS04880,2025-05-18,2,231,39.7,Low
EVS02171,2025-05-12,18,1086,20.4,Severe
EVS01999,2025-12-15,17,679,28.0,High
EVS01109,2025-04-27,7,614,28.5,High
EVS00257,2025-12-17,12,344,39.2,Moderate
EVS01876,2025-12-13,10,342,44.3,Moderate
EVS01604,2025-06-17,21,528,28.2,Moderate
EVS03160,2025-04-04,15,678,25.3,Moderate
EVS03883,2025-08-02,11,290,39.2,Moderate
EVS00387,2024-11-15,23,339,35.9,Moderate
EVS04718,2024-08-31,0,265,47.1,Moderate
EVS03462,2024-10-26,21,307,49.2,Moderate
EVS03376,2024-05-16,19,749,25.0,High
EVS04340,2025-03-26,1,381,32.3,Moderate
EVS04656,2025-01-20,16,801,24.5,Severe
EVS02979,2025-07-21,18,960,12.0,Severe
EVS03111,2024-12-21,3,230,40.8,Moderate
EVS00479,2025-10-13,9,544,33.6,Moderate
EVS01654,2024-10-06,6,369,33.4,Moderate
EVS03726,2024-05-16,22,313,46.1,Low
EVS02956,2025-08-28,23,389,42.0,Moderate
EVS03838,2024-04-02,4,361,35.7,Moderate
EVS03961,2024-02-19,7,767,23.2,Severe
EVS04211,2025-05-06,14,469,40.8,High
EVS04013,2025-08-15,21,550,27.6,High
EVS03089,2024-04-08,19,847,23.1,Severe
EVS00864,2024-09-04,15,676,33.6,High
EVS02516,2024-06-19,13,298,40.5,Low
EVS00565,2025-08-08,14,460,35.3,Moderate
EVS00598,2024-11-02,4,273,47.2,Moderate
EVS04963,2025-04-10,23,375,40.0,Moderate
EVS04028,2024-03-16,19,531,36.7,Moderate
EVS03053,2024-08-22,7,788,26.0,Severe
EVS04792,2024-10-07,1,316,35.7,Moderate
EVS02237,2024-04-13,19,803,28.6,Severe
EVS04971,2025-11-17,10,577,35.6,Moderate
EVS00484,2024-06-30,11,303,43.7,Moderate
EVS01659,2024-04-01,9,960,19.5,Severe
EVS01893,2024-03-30,11,346,42.2,Moderate
EVS02533,2025-04-03,19,848,19.0,Severe
EVS01761,2024-11-16,3,284,45.4,Moderate
EVS04233,2025-03-10,7,684,31.5,High
EVS00722,2024-09-07,9,665,25.9,High
EVS03251,2024-10-18,1,271,36.0,Low
EVS03244,2025-10-29,1,389,41.9,Moderate
EVS02672,2025-08-15,22,421,37.5,Moderate
EVS02922,2025-10-20,7,685,21.6,Severe
EVS03902,2024-06-09,18,607,32.3,High
EVS04933,2024-05-29,15,459,37.1,Moderate
EVS04562,2024-03-14,0,313,44.5,Moderate
EVS00475,2024-03-30,12,246,37.5,Low
EVS02093,2024-07-11,21,449,37.1,Moderate
EVS01661,2025-06-20,19,982,17.0,Severe
EVS02089,2024-09-05,6,599,31.0,High
EVS03030,2024-04-26,0,286,42.0,Moderate
EVS01675,2024-09-24,19,1070,12.0,Severe
EVS00735,2025-11-20,12,463,40.9,Moderate
EVS03546,2025-02-17,8,749,23.6,High
EVS03427,2025-10-25,20,579,33.6,High
EVS02843,2025-10-02,15,434,32.6,Moderate
EVS02034,2025-12-30,1,443,40.1,Moderate
EVS00183,2025-05-31,20,613,30.7,Moderate
EVS01980,2025-11-07,3,267,42.2,Low
EVS04056,2025-02-12,23,451,35.5,Moderate
EVS03133,2024-03-19,9,709,22.6,Severe
EVS03216,2024-02-29,19,775,23.5,Severe
EVS03218,2025-06-21,16,562,38.1,High
EVS04772,2025-07-01,18,806,20.3,Severe
EVS04937,2024-06-21,22,563,30.6,High
EVS03627,2025-11-10,13,374,35.5,Moderate
EVS02832,2025-01-25,21,340,47.0,Moderate
EVS01280,2025-09-06,11,419,38.9,Moderate
EVS01903,2025-09-29,1,292,45.5,Moderate
EVS04806,2024-06-23,14,283,41.2,Moderate
EVS01336,2025-06-24,22,378,36.9,Moderate
EVS04184,2024-06-05,22,391,34.9,Moderate
EVS00865,2025-01-08,18,770,14.6,Severe
EVS00650,2025-05-21,21,505,44.5,High
EVS01201,2025-01-14,23,322,39.0,Moderate
EVS03690,2025-09-09,12,398,35.5,Moderate
EVS03426,2024-02-19,6,461,30.4,Moderate
EVS04524,2024-12-03,8,911,18.8,Severe
EVS01264,2025-08-26,9,996,22.3,Severe
EVS03688,2024-06-18,19,717,30.5,Severe
EVS03625,2024-05-12,20,645,26.7,High
EVS03874,2025-12-22,4,301,52.6,Moderate
EVS03381,2025-07-20,13,243,35.8,Low
EVS04600,2024-02-21,18,1077,12.5,Severe
EVS02219,2024-05-20,5,453,31.1,Moderate
EVS01990,2024-01-17,3,406,41.5,Moderate
EVS03254,2025-09-26,1,440,40.5,High
EVS00995,2024-09-21,21,383,42.6,Moderate
EVS02831,2025-05-11,4,339,42.9,Moderate
EVS03517,2024-09-07,9,627,26.1,High
EVS02970,2025-06-24,18,973,18.3,Severe
EVS01499,2025-05-08,11,385,44.3,Moderate
EVS04910,2024-02-08,12,304,37.5,Moderate
EVS01197,2025-07-11,3,336,38.9,Moderate
EVS01810,2025-08-11,22,421,43.2,Moderate
EVS04538,2025-10-21,15,681,31.1,Severe
EVS02190,2025-11-24,3,340,38.1,Moderate
EVS01082,2025-08-08,17,842,24.9,Severe
EVS04280,2024-12-22,9,581,29.2,Moderate
EVS04744,2025-05-23,13,250,46.1,Low
EVS02804,2025-12-25,4,350,50.5,Moderate
EVS02754,2024-04-21,11,289,42.1,Moderate
EVS03853,2025-04-16,7,1035,16.5,Severe
EVS02047,2025-11-20,12,339,43.7,Moderate
EVS02918,2025-06-22,3,244,43.0,Moderate
EVS02725,2025-02-21,10,465,35.0,Moderate
EVS00018,2024-05-15,0,357,41.1,Moderate
EVS04713,2024-02-02,13,470,35.1,Moderate
EVS02215,2024-02-22,16,667,27.6,High
EVS00025,2025-01-08,10,643,31.9,Severe
EVS03230,2024-07-14,11,258,41.3,Low
EVS04953,2025-08-06,19,837,28.4,Severe
EVS03642,2024-02-17,9,598,29.5,High
EVS00789,2024-07-03,4,291,42.2,Moderate
EVS00833,2024-08-26,14,511,29.8,Moderate
EVS04714,2025-03-15,23,210,45.6,Low
EVS00494,2025-10-20,18,1375,12.0,Severe
EVS02475,2025-11-06,14,287,33.2,Moderate
EVS04306,2024-11-25,6,514,30.5,Moderate
EVS03333,2025-06-16,0,301,39.8,Low
EVS04270,2025-04-30,3,352,41.7,Moderate
EVS02860,2025-08-16,13,242,46.4,Low
EVS01990,2024-01-04,13,361,33.4,Moderate
EVS04273,2024-10-01,4,526,40.2,Moderate
EVS00875,2025-02-01,4,254,43.7,Moderate
EVS01623,2024-04-08,3,403,39.4,Moderate
EVS01147,2025-01-20,12,321,32.4,Moderate
EVS02346,2024-05-24,19,1159,12.0,Severe
EVS00084,2024-12-04,10,565,29.3,High
EVS00479,2025-10-17,3,385,39.0,Moderate
EVS00634,2025-04-04,20,585,26.6,High
EVS02451,2024-02-06,7,805,28.5,Severe
EVS01930,2024-09-27,2,458,32.1,Moderate
EVS01309,2025-05-06,12,392,34.1,Moderate
EVS02105,2024-02-21,13,317,40.0,Moderate
EVS00742,2025-11-25,21,519,32.3,High
EVS02054,2024-10-28,20,729,30.7,High
EVS01914,2025-10-29,11,450,32.2,Moderate
EVS03025,2025-03-14,4,569,35.5,Moderate
EVS03228,2024-07-31,7,793,28.0,Severe
EVS00754,2024-04-21,3,193,47.9,Low
EVS03540,2025-03-18,6,741,25.9,High
EVS00953,2025-04-16,12,382,31.8,Moderate
EVS00391,2025-09-25,18,898,15.7,Severe
EVS02536,2025-05-04,9,628,25.1,High
EVS03199,2024-09-03,5,478,37.2,Moderate
EVS00892,2025-08-15,20,582,34.4,High
EVS04493,2024-03-23,6,332,33.2,Moderate
EVS04147,2025-04-23,15,466,34.2,Moderate
EVS01198,2025-04-07,8,836,24.7,Severe
EVS04084,2024-08-04,15,453,36.3,Moderate
EVS02871,2025-04-24,10,510,30.7,High
EVS04194,2024-12-04,9,555,37.3,High
EVS01281,2024-08-01,11,491,31.7,Moderate
EVS00115,2024-01-18,18,1381,12.0,Severe
EVS00779,2025-02-26,14,402,29.1,Moderate
EVS01222,2024-07-07,15,468,34.8,Moderate
EVS04856,2025-04-01,5,354,34.2,Moderate
EVS03301,2024-03-03,3,300,42.3,Low
EVS04351,2025-10-06,22,405,34.2,Moderate
EVS03059,2024-10-24,16,729,28.9,High
EVS03539,2025-07-29,20,815,15.0,Severe
EVS01587,2025-04-08,23,298,38.2,Low
EVS01870,2024-01-21,8,708,30.5,High
EVS03853,2024-06-20,5,537,27.7,Moderate
EVS04011,2025-01-27,18,1128,13.8,Severe
EVS00499,2024-12-27,7,703,28.6,High
EVS01577,2024-07-28,4,253,42.7,Low
EVS01324,2024-07-28,21,423,39.7,Moderate
EVS01058,2024-02-06,11,431,37.0,Moderate
EVS00974,2024-12-28,0,269,38.0,Moderate
EVS04092,2024-12-20,17,1126,12.0,Severe
EVS04870,2024-12-03,9,613,34.9,High
EVS04983,2024-05-18,19,553,31.1,Moderate
EVS03259,2025-07-01,12,521,38.9,Moderate
EVS00249,2025-07-22,7,849,18.1,Severe
EVS01471,2024-10-24,1,374,39.1,Low
EVS03796,2024-08-17,4,256,37.0,Moderate
EVS02545,2024-10-05,23,335,40.9,Low
EVS04464,2025-03-30,14,239,43.6,Low
EVS03293,2024-03-11,23,336,34.9,Moderate
EVS04189,2024-12-28,10,538,35.5,High
EVS03418,2024-04-24,4,452,31.4,Moderate
EVS02538,2025-09-20,21,357,42.4,Low
EVS03417,2025-06-25,23,573,30.0,Moderate
EVS03238,2025-04-13,23,242,39.9,Moderate
EVS04386,2025-05-17,19,601,31.7,High
EVS04386,2024-10-16,9,883,22.7,Severe
EVS00195,2025-09-08,10,461,37.2,Moderate
EVS00098,2025-02-02,20,686,33.2,High
EVS03007,2025-09-19,22,501,38.6,Moderate
EVS00906,2025-01-21,12,451,32.5,Moderate
EVS03710,2024-03-19,21,515,27.0,Moderate
EVS03400,2024-05-03,3,298,46.2,Moderate
EVS00771,2025-06-15,17,690,30.3,High
EVS04132,2025-09-21,10,406,34.3,Moderate
EVS01649,2025-12-28,20,624,27.6,Moderate
EVS00673,2024-04-30,11,410,44.0,Moderate
EVS04214,2025-07-05,21,357,32.9,Moderate
EVS03884,2024-09-25,12,426,37.0,Moderate
EVS00362,2025-09-26,8,734,23.7,Severe
EVS01107,2024-06-20,15,547,34.0,High
EVS01657,2025-02-04,21,601,29.2,High
EVS01808,2025-12-11,9,628,29.5,Moderate
EVS02227,2025-04-17,1,418,45.8,Moderate
EVS02532,2025-01-08,0,329,35.2,Moderate
EVS04451,2024-10-17,3,368,39.5,Moderate
EVS00025,2025-11-22,6,478,43.3,Moderate
EVS01006,2024-12-23,3,381,37.2,Moderate
EVS02431,2024-10-06,21,298,46.0,Moderate
EVS01291,2024-06-05,1,294,46.3,Moderate
EVS02301,2025-02-12,22,497,38.3,High
EVS01413,2024-01-29,14,352,43.7,Moderate
EVS01126,2025-03-05,21,653,25.0,Moderate
EVS03504,2024-04-09,18,861,22.0,Severe
EVS02242,2025-07-16,14,336,33.3,Moderate
EVS00615,2024-08-14,9,759,25.9,High
EVS04386,2025-12-07,21,433,33.9,Moderate
EVS03145,2024-07-02,10,554,39.1,High
EVS03140,2024-04-13,0,215,43.9,Low
EVS00973,2024-04-11,9,691,31.3,High
EVS04328,2025-10-11,21,310,34.9,Low
EVS01283,2024-01-06,7,479,32.1,Moderate
EVS02081,2025-10-08,9,806,29.4,High
EVS03376,2025-05-23,5,447,38.1,Moderate
EVS00642,2024-11-29,23,418,44.4,Moderate
EVS03500,2025-09-20,20,592,30.1,Moderate
EVS03408,2024-03-13,19,895,22.3,Severe
EVS02795,2025-06-15,9,452,30.9,Moderate
EVS03313,2025-06-11,14,352,41.3,Moderate
EVS02822,2024-11-19,7,632,34.6,High
EVS04580,2024-04-01,16,687,20.4,High
EVS03238,2024-06-27,7,750,31.6,Severe
EVS02791,2024-01-19,13,327,36.0,Moderate
EVS04517,2025-09-24,5,390,37.0,Moderate
EVS04228,2025-12-05,11,443,42.6,Moderate
EVS04887,2025-03-20,0,433,30.9,Moderate
EVS04568,2025-10-25,23,299,43.8,Low
EVS00861,2025-02-08,12,252,52.5,Moderate
EVS04426,2025-05-01,9,656,33.4,High
EVS03374,2025-11-07,10,659,32.0,High
EVS03578,2025-09-17,13,509,41.6,Moderate
EVS00324,2024-08-07,5,434,29.9,High
EVS03684,2025-11-13,23,328,39.7,Low
EVS00255,2025-02-09,1,331,40.6,Moderate
EVS00398,2024-03-31,7,543,31.3,High
EVS00565,2025-03-26,6,487,40.4,Moderate
EVS02784,2024-08-27,12,315,46.5,Moderate
EVS01386,2024-03-08,12,446,33.6,Moderate
EVS01048,2024-07-09,16,576,36.0,High
EVS03014,2025-11-03,16,865,16.4,Severe
EVS04356,2024-11-04,13,349,44.2,Moderate
EVS02037,2025-07-07,20,798,27.2,High
EVS00128,2025-04-07,3,376,38.2,Moderate
EVS02568,2025-06-24,14,456,33.9,Moderate
EVS02326,2024-01-31,10,558,35.6,High
EVS04685,2024-07-04,22,369,38.1,Moderate
EVS02406,2025-10-23,3,376,37.0,Low
EVS00328,2025-07-02,19,948,21.5,Severe
EVS03864,2024-02-23,13,355,40.2,Moderate
EVS02611,2024-07-18,14,376,37.5,Moderate
EVS00942,2024-06-03,22,514,36.7,Moderate
EVS02328,2025-12-14,3,247,43.4,Low
EVS04468,2024-04-04,4,378,41.8,Moderate
EVS03211,2024-04-17,4,432,36.5,Moderate
EVS04245,2024-08-25,3,366,41.4,Moderate
EVS04319,2025-09-24,1,326,44.4,Moderate
EVS00843,2024-03-26,12,336,46.6,Moderate
EVS00471,2025-11-01,10,514,41.2,High
EVS04366,2024-08-04,0,224,43.5,Low
EVS03463,2025-08-06,14,469,29.1,Moderate
EVS04875,2024-12-10,4,265,44.3,Low
EVS01501,2024-09-04,22,351,35.2,Moderate
EVS02385,2025-10-31,11,506,36.5,Moderate
EVS04870,2025-08-18,13,353,42.3,Moderate
EVS03075,2024-01-03,8,687,20.4,Severe
EVS00512,2025-06-26,17,754,29.2,High
EVS01716,2024-06-27,6,622,28.5,High
EVS04845,2024-09-25,23,362,39.0,Moderate
EVS04280,2024-04-02,11,333,46.9,Moderate
EVS01509,2025-06-25,2,403,37.6,Moderate
EVS00797,2025-08-15,2,461,36.6,Moderate
EVS01236,2025-06-08,0,241,42.3,Low
EVS02122,2024-01-05,20,590,28.9,High
EVS01672,2024-11-04,22,330,43.0,Moderate
EVS01009,2025-10-11,8,518,40.3,High
EVS04699,2025-11-03,13,371,36.0,Moderate
EVS02575,2025-01-26,5,349,43.3,Low
EVS02007,2024-06-27,21,415,33.3,Moderate
EVS03663,2024-05-25,22,313,41.5,Moderate
EVS00203,2024-03-01,22,445,32.4,High
EVS03934,2024-04-08,6,519,34.6,High
EVS02230,2024-11-26,6,527,30.7,High
EVS01423,2025-04-08,23,405,35.9,Moderate
EVS02579,2025-08-02,23,428,37.7,Moderate
EVS02757,2025-01-04,12,235,45.2,Low
EVS02847,2024-08-20,19,971,20.0,Severe
EVS01433,2024-06-17,21,673,28.5,High
EVS00843,2024-07-10,21,499,31.6,Moderate
EVS02583,2025-08-16,14,346,38.1,Moderate
EVS01569,2024-01-08,15,391,45.0,Moderate
EVS04051,2024-09-30,7,773,28.6,Severe
EVS00187,2024-12-27,2,339,32.7,Moderate
EVS03624,2024-05-22,4,379,36.6,Moderate
EVS02815,2024-02-26,10,423,36.8,Moderate
EVS04296,2025-03-30,16,596,26.8,Moderate
EVS04859,2025-12-03,14,405,43.0,Moderate
EVS04712,2025-02-01,2,247,53.0,Low
EVS04508,2024-10-23,6,683,28.4,Severe
EVS00815,2024-07-08,15,496,43.4,Moderate
EVS03270,2025-10-08,0,561,31.6,High
EVS03598,2024-11-22,18,1087,13.6,Severe
EVS04280,2025-07-21,12,383,44.0,Moderate
EVS03404,2024-02-10,11,395,42.8,Moderate
EVS00998,2025-01-08,5,554,29.0,Moderate
EVS01821,2025-05-23,14,377,41.1,Moderate
EVS03372,2025-08-16,22,235,43.7,Low
EVS02746,2025-11-27,5,430,37.3,Moderate
EVS00260,2025-04-12,12,314,41.0,Moderate
EVS02456,2024-12-28,21,430,27.9,Moderate
EVS02679,2025-12-05,1,400,33.1,Moderate
EVS02020,2024-07-20,10,516,36.4,High
EVS04174,2024-06-11,20,823,29.9,Severe
EVS02207,2024-09-05,21,484,38.8,Moderate
EVS04738,2024-05-12,19,554,28.4,High
EVS00183,2024-05-24,15,515,32.4,Moderate
EVS00704,2024-12-19,9,724,43.4,High
EVS03016,2025-05-10,5,350,38.2,Moderate
EVS02295,2024-05-25,9,624,24.2,High
EVS04799,2025-04-12,4,253,46.7,Moderate
EVS02922,2024-08-23,23,572,33.9,High
EVS01955,2024-03-09,12,255,46.6,Low
EVS01350,2024-12-05,23,338,41.2,Low
EVS02400,2025-02-01,9,740,25.2,Severe
EVS04464,2024-12-03,9,855,23.5,Severe
EVS01644,2024-11-03,12,239,47.2,Moderate
EVS01881,2025-10-22,20,644,27.7,High
EVS01971,2025-08-29,3,253,38.5,Moderate
EVS04296,2024-03-03,23,249,48.2,Low
EVS03325,2025-02-25,6,434,34.7,Moderate
EVS04921,2024-08-07,11,297,38.0,Moderate
EVS01905,2024-07-18,4,301,38.5,Moderate
EVS02744,2024-03-20,22,317,38.6,Moderate
EVS03153,2025-01-24,14,505,31.3,Moderate
EVS04738,2025-05-14,11,488,30.4,Moderate
EVS00731,2024-02-23,21,521,30.9,Moderate
EVS01451,2025-11-11,3,400,36.6,Moderate
EVS02863,2024-02-24,23,216,40.8,Low
EVS03178,2025-06-08,8,523,25.0,Moderate
EVS03524,2024-11-22,6,635,33.4,High
EVS01870,2024-01-19,7,637,28.3,High
EVS02859,2024-02-09,6,449,36.3,Moderate
EVS03440,2024-05-12,2,179,42.1,Low
EVS01434,2024-05-02,9,564,37.9,Moderate
EVS04122,2024-09-28,1,222,39.6,Low
EVS03422,2024-06-29,4,351,42.8,Moderate
EVS02132,2025-05-06,0,508,30.8,Moderate
EVS00128,2025-05-30,5,386,32.4,Moderate
EVS02521,2025-08-24,14,300,46.5,Moderate
EVS01932,2024-01-29,14,462,41.6,Moderate
EVS03987,2025-05-29,3,494,22.1,Moderate
EVS01416,2024-11-16,16,434,31.5,High
EVS03569,2025-11-13,5,386,37.1,Moderate
EVS03649,2025-06-14,2,322,41.2,Moderate
EVS03359,2024-04-27,13,244,45.5,Low
EVS01608,2024-01-16,19,854,17.0,Severe
EVS02905,2025-08-31,8,680,28.5,Severe
EVS02046,2025-12-07,12,298,40.5,Moderate
EVS04511,2024-09-04,16,681,25.4,High
EVS03230,2024-11-15,17,819,24.7,Severe
EVS04028,2024-05-21,3,383,26.6,Moderate
EVS00110,2024-05-27,14,378,41.0,Moderate
EVS00479,2024-12-14,9,559,40.3,High
EVS03404,2024-07-14,16,457,25.1,Moderate
EVS03152,2025-06-07,16,459,28.0,Moderate
EVS02847,2024-11-20,9,612,31.6,Moderate
EVS03121,2025-02-25,11,363,39.2,Moderate
EVS01389,2025-08-13,11,512,31.0,High
EVS03233,2025-08-12,10,485,29.3,Moderate
EVS04619,2025-12-15,0,315,44.5,Moderate
EVS01222,2025-04-17,1,417,35.9,Moderate
EVS02476,2024-06-10,23,435,39.0,Moderate
EVS04176,2024-02-18,0,273,37.1,Low
EVS00769,2025-04-14,22,547,30.9,Moderate
EVS00040,2024-08-25,8,528,31.8,Moderate
EVS00281,2024-08-26,11,545,31.2,Moderate
EVS03700,2025-02-02,12,366,35.8,Moderate
EVS00008,2024-03-10,5,300,41.4,Moderate
EVS04426,2025-05-11,16,480,35.1,High
EVS00287,2024-03-27,0,299,43.2,Low
EVS03082,2025-07-14,17,991,16.1,Severe
EVS00959,2024-08-28,20,695,27.4,Severe
EVS04479,2025-10-26,0,190,46.4,Low
EVS01269,2025-02-02,6,356,45.9,Moderate
EVS00286,2025-09-16,15,529,36.8,Moderate
EVS03131,2025-12-18,8,862,22.2,Severe
EVS01196,2024-08-13,12,378,33.3,Moderate
EVS03676,2025-08-28,0,430,38.4,Moderate
EVS01005,2024-08-30,3,352,40.3,Moderate
EVS02818,2024-06-10,21,431,34.8,Moderate
EVS01701,2024-01-28,21,397,36.0,Moderate
EVS03886,2025-01-31,4,355,39.3,Moderate
EVS02356,2025-03-17,15,753,25.8,Severe
EVS00958,2025-11-09,21,312,39.6,Low
EVS02965,2025-06-26,12,396,37.4,Moderate
EVS01678,2025-11-01,8,656,30.6,High
EVS03658,2024-07-07,5,324,46.8,Moderate
EVS03672,2024-12-10,10,446,39.2,Moderate
EVS03380,2024-12-27,3,296,48.1,Moderate
EVS03650,2025-11-23,16,490,35.9,Moderate
EVS03971,2024-04-09,14,441,35.1,Moderate
EVS03498,2025-12-11,15,597,30.6,High
EVS04350,2025-10-15,11,414,42.4,Moderate
EVS03952,2024-11-18,11,285,44.1,Moderate
EVS01119,2024-01-19,5,425,42.3,High
EVS00503,2024-07-09,6,661,35.7,Severe
EVS03332,2024-06-02,20,556,35.0,Moderate
EVS03886,2024-01-17,15,288,44.9,Moderate
EVS03945,2024-05-17,0,303,47.5,Moderate
EVS04696,2024-10-02,20,703,27.7,High
EVS02300,2024-03-14,17,945,19.0,Severe
EVS04818,2024-07-12,23,294,40.3,Low
EVS02158,2025-11-05,4,321,38.0,Moderate
EVS01229,2024-02-01,17,579,31.2,High
