Station_ID,City,State,Latitude,Longitude,Station_Operator,Charger_Type,Charging_Capacity_kW,Number_of_Chargers,Max_Station_Power_kW,Parking_Spots,Cost_USD_per_kWh,Renewable_Energy_Source,Availability,Installation_Year,Station_Age_Years,Station_Type,Capacity_per_Parking_Spot_kW,Avg_Users_per_Day,Location_ID
EVS02110,Unknown,Unknown,-33.773953,18.507263,EVgo,DC Fast Charger,350,5,1750,6,0.38,No,9:00-18:00,2022,4,Ultra-Fast Charging,291.67,61,Unknown|Unknown
EVS02111,Unknown,Unknown,-45.979321,128.015637,Greenlots,AC Level 2,350,1,350,1,0.34,No,6:00-22:00,2013,13,Ultra-Fast Charging,350.0,61,Unknown|Unknown
EVS02112,Unknown,Unknown,39.860172,116.213982,Ionity,AC Level 2,350,4,1400,7,0.19,Yes,6:00-22:00,2012,14,Ultra-Fast Charging,200.0,126,Unknown|Unknown
EVS02113,Unknown,Unknown,39.849689,116.41561,Tesla,AC Level 2,50,6,300,8,0.34,Yes,24/7,2010,16,Fast Charging,37.5,165,Unknown|Unknown
EVS02114,Unknown,Unknown,19.510836,-99.114536,Ionity,AC Level 1,350,2,700,3,0.23,Yes,6:00-22:00,2016,10,Ultra-Fast Charging,233.33,165,Unknown|Unknown
EVS02115,Unknown,Unknown,-23.533458,-46.592058,EVgo,AC Level 1,150,2,300,3,0.31,Yes,6:00-22:00,2012,14,Fast Charging,100.0,137,Unknown|Unknown
EVS02116,Unknown,Unknown,55.833012,37.628191,Greenlots,AC Level 2,150,1,150,1,0.28,No,6:00-22:00,2018,8,Fast Charging,150.0,48,Unknown|Unknown
EVS02117,Unknown,Unknown,-23.547529,-46.690043,Tesla,AC Level 1,150,4,600,7,0.22,Yes,24/7,2017,9,Fast Charging,85.71,173,Unknown|Unknown
EVS02118,Unknown,Unknown,-33.86167,151.366043,Ionity,AC Level 2,22,2,44,3,0.2,No,6:00-22:00,2010,16,Destination/AC,14.67,104,Unknown|Unknown
EVS02119,Unknown,Unknown,41.848775,-87.651803,Greenlots,DC Fast Charger,150,3,450,4,0.32,Yes,24/7,2014,12,Fast Charging,112.5,105,Unknown|Unknown
EVS02120,Unknown,Unknown,34.034549,-118.310049,Tesla,AC Level 1,50,3,150,5,0.4,Yes,24/7,2017,9,Fast Charging,30.0,130,Unknown|Unknown
EVS02121,Unknown,Unknown,-68.615556,157.746197,ChargePoint,AC Level 1,350,2,700,3,0.34,No,24/7,2014,12,Ultra-Fast Charging,233.33,141,Unknown|Unknown
EVS02122,Unknown,Unknown,55.709106,37.683762,Greenlots,DC Fast Charger,350,6,2100,7,0.29,Yes,24/7,2016,10,Ultra-Fast Charging,300.0,172,Unknown|Unknown
EVS02123,Unknown,Unknown,41.898736,-87.624445,Greenlots,DC Fast Charger,22,4,88,5,0.13,Yes,24/7,2021,5,Destination/AC,17.6,111,Unknown|Unknown
EVS02124,Unknown,Unknown,37.612818,127.099023,Tesla,DC Fast Charger,150,6,900,7,0.34,No,6:00-22:00,2022,4,Fast Charging,128.57,115,Unknown|Unknown
EVS02125,Unknown,Unknown,-33.777468,18.519338,Tesla,AC Level 2,22,3,66,6,0.38,No,6:00-22:00,2013,13,Destination/AC,11.0,138,Unknown|Unknown
EVS02126,Unknown,Unknown,34.078532,-118.28411,Greenlots,DC Fast Charger,150,3,450,4,0.29,Yes,24/7,2013,13,Fast Charging,112.5,57,Unknown|Unknown
EVS02127,Unknown,Unknown,13.863776,100.426269,EVgo,AC Level 1,350,3,1050,4,0.19,Yes,9:00-18:00,2013,13,Ultra-Fast Charging,262.5,65,Unknown|Unknown
EVS02128,Unknown,Unknown,37.618684,126.941967,EVgo,AC Level 2,350,2,700,3,0.13,No,24/7,2023,3,Ultra-Fast Charging,233.33,118,Unknown|Unknown
EVS02129,Unknown,Unknown,13.776158,100.441693,Tesla,AC Level 1,50,3,150,6,0.21,No,9:00-18:00,2020,6,Fast Charging,25.0,25,Unknown|Unknown
EVS02130,Unknown,Unknown,19.495732,-99.042167,Tesla,AC Level 1,350,2,700,4,0.39,Yes,24/7,2020,6,Ultra-Fast Charging,175.0,67,Unknown|Unknown
EVS02131,Unknown,Unknown,66.571816,163.237302,Ionity,AC Level 1,22,2,44,3,0.39,Yes,6:00-22:00,2013,13,Destination/AC,14.67,133,Unknown|Unknown
EVS02132,Unknown,Unknown,55.851838,37.596495,ChargePoint,DC Fast Charger,150,6,900,9,0.11,Yes,6:00-22:00,2013,13,Fast Charging,100.0,176,Unknown|Unknown
EVS02133,Unknown,Unknown,41.867158,-87.622396,Greenlots,AC Level 2,150,6,900,10,0.25,No,24/7,2014,12,Fast Charging,90.0,100,Unknown|Unknown
EVS02134,Unknown,Unknown,-33.877974,151.343515,ChargePoint,AC Level 2,150,2,300,3,0.4,Yes,6:00-22:00,2017,9,Fast Charging,100.0,80,Unknown|Unknown
EVS02135,Unknown,Unknown,55.830541,37.622768,ChargePoint,AC Level 2,350,5,1750,7,0.3,No,6:00-22:00,2014,12,Ultra-Fast Charging,250.0,87,Unknown|Unknown
EVS02136,Unknown,Unknown,37.786465,-122.476907,ChargePoint,AC Level 1,22,5,110,10,0.41,Yes,24/7,2016,10,Destination/AC,11.0,128,Unknown|Unknown
EVS02137,Unknown,Unknown,41.849506,-87.701808,Greenlots,AC Level 2,150,4,600,6,0.33,Yes,24/7,2011,15,Fast Charging,100.0,104,Unknown|Unknown
EVS02138,Unknown,Unknown,-33.812729,18.403442,Greenlots,AC Level 2,150,1,150,1,0.3,No,24/7,2020,6,Fast Charging,150.0,18,Unknown|Unknown
EVS02139,Unknown,Unknown,39.830853,116.327888,Ionity,DC Fast Charger,150,2,300,3,0.21,Yes,9:00-18:00,2023,3,Fast Charging,100.0,103,Unknown|Unknown
EVS02140,Unknown,Unknown,13.786705,100.422589,EVgo,AC Level 2,350,3,1050,6,0.38,No,6:00-22:00,2012,14,Ultra-Fast Charging,175.0,81,Unknown|Unknown
EVS02141,Unknown,Unknown,30.77854,115.754788,EVgo,DC Fast Charger,150,1,150,2,0.11,No,6:00-22:00,2015,11,Fast Charging,75.0,130,Unknown|Unknown
EVS02142,Unknown,Unknown,34.067128,-118.373431,Ionity,DC Fast Charger,22,1,22,3,0.16,No,9:00-18:00,2010,16,Destination/AC,7.33,159,Unknown|Unknown
EVS02143,Unknown,Unknown,-33.762278,151.248608,Ionity,AC Level 2,50,3,150,4,0.23,Yes,9:00-18:00,2023,3,Fast Charging,37.5,173,Unknown|Unknown
EVS02144,Unknown,Unknown,52.476957,13.397412,Greenlots,AC Level 2,50,4,200,9,0.5,No,6:00-22:00,2012,14,Fast Charging,22.22,115,Unknown|Unknown
EVS02145,Unknown,Unknown,34.066201,-118.205749,Tesla,DC Fast Charger,150,6,900,10,0.33,Yes,24/7,2011,15,Fast Charging,90.0,74,Unknown|Unknown
EVS02146,Unknown,Unknown,-23.510241,-46.53965,Tesla,AC Level 1,350,8,2800,9,0.28,No,6:00-22:00,2023,3,Ultra-Fast Charging,311.11,88,Unknown|Unknown
EVS02147,Unknown,Unknown,19.034273,72.856091,ChargePoint,AC Level 2,350,7,2450,9,0.36,Yes,6:00-22:00,2018,8,Ultra-Fast Charging,272.22,44,Unknown|Unknown
EVS02148,Unknown,Unknown,37.541174,127.029231,Ionity,DC Fast Charger,350,2,700,4,0.32,No,9:00-18:00,2021,5,Ultra-Fast Charging,175.0,169,Unknown|Unknown
EVS02149,Unknown,Unknown,37.777201,-122.317353,Ionity,AC Level 1,150,2,300,4,0.49,Yes,24/7,2014,12,Fast Charging,75.0,154,Unknown|Unknown
EVS02150,Unknown,Unknown,-33.892509,151.204578,EVgo,AC Level 1,50,6,300,9,0.44,No,9:00-18:00,2018,8,Fast Charging,33.33,155,Unknown|Unknown
EVS02151,Unknown,Unknown,39.25577,8.051824,Greenlots,DC Fast Charger,50,7,350,9,0.15,Yes,6:00-22:00,2023,3,Fast Charging,38.89,69,Unknown|Unknown
EVS02152,Unknown,Unknown,19.066147,72.999507,Ionity,DC Fast Charger,50,5,250,7,0.15,Yes,9:00-18:00,2022,4,Fast Charging,35.71,68,Unknown|Unknown
EVS02153,Unknown,Unknown,13.763466,100.463093,Tesla,AC Level 1,22,5,110,9,0.16,Yes,24/7,2022,4,Destination/AC,12.22,156,Unknown|Unknown
EVS02154,Unknown,Unknown,37.617477,126.976838,Ionity,AC Level 2,50,2,100,5,0.24,Yes,6:00-22:00,2013,13,Fast Charging,20.0,104,Unknown|Unknown
EVS02155,Unknown,Unknown,19.085227,72.87726,ChargePoint,AC Level 1,50,6,300,9,0.49,No,9:00-18:00,2018,8,Fast Charging,33.33,131,Unknown|Unknown
EVS02156,Unknown,Unknown,55.832442,37.529945,ChargePoint,DC Fast Charger,150,3,450,4,0.42,No,24/7,2010,16,Fast Charging,112.5,95,Unknown|Unknown
EVS02157,Unknown,Unknown,18.92514,72.813741,Tesla,AC Level 2,350,6,2100,7,0.27,No,9:00-18:00,2015,11,Ultra-Fast Charging,300.0,88,Unknown|Unknown
EVS02158,Unknown,Unknown,-33.722899,151.312898,Greenlots,DC Fast Charger,350,4,1400,9,0.45,Yes,6:00-22:00,2023,3,Ultra-Fast Charging,155.56,119,Unknown|Unknown
EVS02159,Unknown,Unknown,41.889072,-87.700144,EVgo,AC Level 2,50,5,250,7,0.33,Yes,9:00-18:00,2023,3,Fast Charging,35.71,149,Unknown|Unknown
EVS02160,Unknown,Unknown,13.74465,100.428086,ChargePoint,DC Fast Charger,350,4,1400,7,0.32,No,9:00-18:00,2023,3,Ultra-Fast Charging,200.0,70,Unknown|Unknown
EVS02161,Unknown,Unknown,33.129827,-16.659356,ChargePoint,AC Level 2,350,1,350,1,0.31,No,6:00-22:00,2018,8,Ultra-Fast Charging,350.0,148,Unknown|Unknown
EVS02162,Unknown,Unknown,-33.769983,151.292477,Greenlots,AC Level 2,22,1,22,1,0.49,Yes,9:00-18:00,2016,10,Destination/AC,22.0,55,Unknown|Unknown
EVS02163,Unknown,Unknown,19.06055,72.921875,Ionity,DC Fast Charger,350,3,1050,5,0.4,Yes,24/7,2013,13,Ultra-Fast Charging,210.0,81,Unknown|Unknown
EVS02164,Unknown,Unknown,39.964342,116.392444,ChargePoint,AC Level 2,50,2,100,5,0.42,No,24/7,2021,5,Fast Charging,20.0,165,Unknown|Unknown
EVS02165,Unknown,Unknown,19.015867,72.895599,Ionity,AC Level 2,50,1,50,1,0.33,Yes,6:00-22:00,2012,14,Fast Charging,50.0,172,Unknown|Unknown
EVS02166,Unknown,Unknown,55.720676,37.524602,Ionity,AC Level 2,22,4,88,7,0.17,Yes,6:00-22:00,2022,4,Destination/AC,12.57,167,Unknown|Unknown
EVS02167,Unknown,Unknown,39.920314,116.335806,EVgo,DC Fast Charger,350,5,1750,7,0.11,Yes,24/7,2014,12,Ultra-Fast Charging,250.0,67,Unknown|Unknown
EVS02168,Unknown,Unknown,-23.681795,-46.599843,Ionity,AC Level 2,50,4,200,6,0.18,Yes,9:00-18:00,2021,5,Fast Charging,33.33,154,Unknown|Unknown
EVS02169,Unknown,Unknown,39.845364,116.31697,EVgo,AC Level 1,350,8,2800,10,0.25,No,24/7,2014,12,Ultra-Fast Charging,280.0,169,Unknown|Unknown
EVS02170,Unknown,Unknown,18.944468,72.879558,EVgo,AC Level 1,22,3,66,6,0.1,Yes,9:00-18:00,2010,16,Destination/AC,11.0,176,Unknown|Unknown
EVS02171,Unknown,Unknown,27.867645,-156.393546,EVgo,AC Level 2,350,4,1400,7,0.17,No,9:00-18:00,2014,12,Ultra-Fast Charging,200.0,18,Unknown|Unknown
EVS02172,Unknown,Unknown,55.878822,37.689769,ChargePoint,DC Fast Charger,50,1,50,1,0.46,No,6:00-22:00,2014,12,Fast Charging,50.0,137,Unknown|Unknown
EVS02173,Unknown,Unknown,-33.889428,18.580431,Greenlots,AC Level 2,50,1,50,3,0.38,No,24/7,2022,4,Fast Charging,16.67,179,Unknown|Unknown
EVS02174,Unknown,Unknown,37.784671,-122.424967,Greenlots,AC Level 2,50,3,150,6,0.23,Yes,24/7,2021,5,Fast Charging,25.0,141,Unknown|Unknown
EVS02175,Unknown,Unknown,52.412519,13.311344,Tesla,AC Level 1,350,6,2100,8,0.37,No,9:00-18:00,2018,8,Ultra-Fast Charging,262.5,53,Unknown|Unknown
EVS02176,Unknown,Unknown,34.172134,-118.255968,EVgo,AC Level 1,22,1,22,2,0.19,Yes,9:00-18:00,2022,4,Destination/AC,11.0,140,Unknown|Unknown
EVS02177,Unknown,Unknown,-33.82437,18.487566,ChargePoint,DC Fast Charger,22,1,22,3,0.11,No,9:00-18:00,2014,12,Destination/AC,7.33,32,Unknown|Unknown
EVS02178,Unknown,Unknown,55.789526,37.610672,Greenlots,AC Level 2,150,1,150,1,0.44,Yes,24/7,2016,10,Fast Charging,150.0,94,Unknown|Unknown
EVS02179,Unknown,Unknown,52.402962,13.493079,EVgo,DC Fast Charger,150,5,750,10,0.47,Yes,24/7,2016,10,Fast Charging,75.0,118,Unknown|Unknown
EVS02180,Unknown,Unknown,39.964878,116.433926,ChargePoint,AC Level 1,150,8,1200,10,0.18,Yes,6:00-22:00,2015,11,Fast Charging,120.0,90,Unknown|Unknown
EVS02181,Unknown,Unknown,-64.584674,-18.725536,EVgo,AC Level 1,150,5,750,6,0.29,Yes,6:00-22:00,2018,8,Fast Charging,125.0,130,Unknown|Unknown
EVS02182,Unknown,Unknown,-33.851825,18.52916,ChargePoint,DC Fast Charger,350,2,700,5,0.28,No,24/7,2015,11,Ultra-Fast Charging,140.0,54,Unknown|Unknown
EVS02183,Unknown,Unknown,13.843255,100.506276,ChargePoint,AC Level 1,350,5,1750,6,0.33,No,9:00-18:00,2016,10,Ultra-Fast Charging,291.67,115,Unknown|Unknown
EVS02184,Unknown,Unknown,25.390814,55.23179,EVgo,DC Fast Charger,50,3,150,4,0.31,No,6:00-22:00,2019,7,Fast Charging,37.5,121,Unknown|Unknown
EVS02185,Unknown,Unknown,39.989834,116.388558,EVgo,AC Level 2,50,6,300,7,0.28,No,9:00-18:00,2013,13,Fast Charging,42.86,119,Unknown|Unknown
EVS02186,Unknown,Unknown,18.926557,72.875567,Ionity,AC Level 1,22,4,88,7,0.49,No,24/7,2016,10,Destination/AC,12.57,62,Unknown|Unknown
EVS02187,Unknown,Unknown,39.89538,116.271776,ChargePoint,AC Level 1,22,2,44,3,0.15,Yes,9:00-18:00,2014,12,Destination/AC,14.67,65,Unknown|Unknown
EVS02188,Unknown,Unknown,-33.858253,18.516859,EVgo,AC Level 1,50,1,50,1,0.24,No,9:00-18:00,2011,15,Fast Charging,50.0,57,Unknown|Unknown
EVS02189,Unknown,Unknown,-33.840925,151.302741,Ionity,AC Level 1,150,4,600,5,0.44,Yes,9:00-18:00,2022,4,Fast Charging,120.0,91,Unknown|Unknown
EVS02190,Unknown,Unknown,34.001646,-118.387858,Tesla,AC Level 1,22,4,88,6,0.11,No,9:00-18:00,2010,16,Destination/AC,14.67,111,Unknown|Unknown
EVS02191,Unknown,Unknown,15.956701,-84.823817,Ionity,AC Level 2,350,4,1400,6,0.1,No,9:00-18:00,2010,16,Ultra-Fast Charging,233.33,74,Unknown|Unknown
EVS02192,Unknown,Unknown,-23.653051,-46.668996,EVgo,DC Fast Charger,150,1,150,1,0.27,No,9:00-18:00,2017,9,Fast Charging,150.0,82,Unknown|Unknown
EVS02193,Unknown,Unknown,37.592551,127.044948,Tesla,DC Fast Charger,350,4,1400,6,0.5,Yes,24/7,2019,7,Ultra-Fast Charging,233.33,62,Unknown|Unknown
EVS02194,Unknown,Unknown,37.700621,-122.452007,Tesla,AC Level 1,22,8,176,10,0.24,Yes,6:00-22:00,2011,15,Destination/AC,17.6,51,Unknown|Unknown
EVS02195,Unknown,Unknown,-23.667432,-46.637902,Greenlots,DC Fast Charger,50,6,300,10,0.5,No,6:00-22:00,2012,14,Fast Charging,30.0,123,Unknown|Unknown
EVS02196,Unknown,Unknown,37.548116,126.954216,EVgo,AC Level 1,150,3,450,4,0.17,No,24/7,2010,16,Fast Charging,112.5,149,Unknown|Unknown
EVS02197,Unknown,Unknown,-33.896156,18.552825,EVgo,AC Level 2,150,5,750,9,0.3,Yes,9:00-18:00,2023,3,Fast Charging,83.33,62,Unknown|Unknown
EVS02198,Unknown,Unknown,41.871455,-87.73428,Greenlots,AC Level 2,50,4,200,6,0.15,No,6:00-22:00,2014,12,Fast Charging,33.33,156,Unknown|Unknown
EVS02199,Unknown,Unknown,34.008569,-118.37629,EVgo,DC Fast Charger,22,1,22,2,0.43,No,9:00-18:00,2021,5,Destination/AC,11.0,109,Unknown|Unknown
EVS02200,Unknown,Unknown,52.572057,13.36038,Tesla,AC Level 1,50,3,150,4,0.15,Yes,24/7,2014,12,Fast Charging,37.5,42,Unknown|Unknown
EVS02201,Unknown,Unknown,-36.706213,179.526528,EVgo,AC Level 2,50,8,400,9,0.23,Yes,9:00-18:00,2012,14,Fast Charging,44.44,75,Unknown|Unknown
EVS02202,Unknown,Unknown,55.820962,37.633149,EVgo,DC Fast Charger,50,4,200,6,0.14,Yes,24/7,2012,14,Fast Charging,33.33,16,Unknown|Unknown
EVS02203,Unknown,Unknown,13.730102,100.483406,Tesla,AC Level 2,50,4,200,6,0.38,No,24/7,2015,11,Fast Charging,33.33,21,Unknown|Unknown
EVS02204,Unknown,Unknown,13.768702,100.594101,Greenlots,AC Level 1,22,3,66,5,0.2,Yes,24/7,2019,7,Destination/AC,13.2,70,Unknown|Unknown
EVS02205,Unknown,Unknown,34.174725,-118.263046,ChargePoint,DC Fast Charger,22,5,110,9,0.16,No,6:00-22:00,2012,14,Destination/AC,12.22,89,Unknown|Unknown
EVS02206,Unknown,Unknown,-23.520579,-46.582508,EVgo,AC Level 1,150,4,600,7,0.15,Yes,9:00-18:00,2017,9,Fast Charging,85.71,146,Unknown|Unknown
EVS02207,Unknown,Unknown,-33.720381,151.243987,Ionity,AC Level 2,150,2,300,5,0.18,Yes,9:00-18:00,2011,15,Fast Charging,60.0,37,Unknown|Unknown
EVS02208,Unknown,Unknown,19.574372,-99.113269,ChargePoint,AC Level 2,150,1,150,2,0.28,Yes,9:00-18:00,2016,10,Fast Charging,75.0,153,Unknown|Unknown
EVS02209,Unknown,Unknown,41.939178,-87.624963,ChargePoint,DC Fast Charger,22,1,22,2,0.16,No,6:00-22:00,2013,13,Destination/AC,11.0,53,Unknown|Unknown
EVS02210,Unknown,Unknown,55.892942,37.580533,Tesla,AC Level 1,350,1,350,2,0.12,Yes,9:00-18:00,2010,16,Ultra-Fast Charging,175.0,37,Unknown|Unknown
EVS02211,Unknown,Unknown,77.52269,-86.390697,ChargePoint,AC Level 1,150,8,1200,10,0.27,No,24/7,2016,10,Fast Charging,120.0,130,Unknown|Unknown
EVS02212,Unknown,Unknown,-23.552252,-46.636778,Tesla,AC Level 1,22,2,44,3,0.18,No,9:00-18:00,2013,13,Destination/AC,14.67,142,Unknown|Unknown
EVS02213,Unknown,Unknown,25.329666,55.23595,Greenlots,AC Level 2,350,2,700,3,0.47,No,24/7,2013,13,Ultra-Fast Charging,233.33,114,Unknown|Unknown
EVS02214,Unknown,Unknown,25.231045,55.275015,EVgo,AC Level 2,50,4,200,5,0.11,No,6:00-22:00,2020,6,Fast Charging,40.0,34,Unknown|Unknown
EVS02215,Unknown,Unknown,19.184043,72.806213,Tesla,AC Level 1,150,6,900,9,0.38,No,9:00-18:00,2021,5,Fast Charging,100.0,34,Unknown|Unknown
EVS02216,Unknown,Unknown,43.637797,-79.426896,Ionity,AC Level 1,150,3,450,5,0.11,No,9:00-18:00,2010,16,Fast Charging,90.0,79,Unknown|Unknown
EVS02217,Unknown,Unknown,41.968214,-87.781926,Tesla,AC Level 2,50,5,250,8,0.19,Yes,6:00-22:00,2014,12,Fast Charging,31.25,89,Unknown|Unknown
EVS02218,Unknown,Unknown,37.560469,126.951356,Tesla,DC Fast Charger,22,5,110,8,0.28,Yes,9:00-18:00,2022,4,Destination/AC,13.75,179,Unknown|Unknown
EVS02219,Unknown,Unknown,37.773616,-122.420028,ChargePoint,DC Fast Charger,150,3,450,5,0.17,Yes,6:00-22:00,2013,13,Fast Charging,90.0,62,Unknown|Unknown
EVS02220,Unknown,Unknown,52.594258,13.440439,Greenlots,AC Level 2,22,3,66,5,0.33,No,24/7,2012,14,Destination/AC,13.2,46,Unknown|Unknown
EVS02221,Unknown,Unknown,-47.515372,-149.394009,ChargePoint,DC Fast Charger,22,6,132,10,0.14,Yes,24/7,2019,7,Destination/AC,13.2,171,Unknown|Unknown
EVS02222,Unknown,Unknown,39.967875,116.28829,Greenlots,AC Level 2,150,3,450,4,0.46,No,24/7,2018,8,Fast Charging,112.5,40,Unknown|Unknown
EVS02223,Unknown,Unknown,41.812465,-87.679352,Greenlots,AC Level 2,350,1,350,2,0.35,No,9:00-18:00,2021,5,Ultra-Fast Charging,175.0,19,Unknown|Unknown
EVS02224,Unknown,Unknown,19.460105,-99.049825,Ionity,AC Level 2,150,5,750,7,0.15,Yes,9:00-18:00,2021,5,Fast Charging,107.14,84,Unknown|Unknown
EVS02225,Unknown,Unknown,37.714207,-122.421923,ChargePoint,DC Fast Charger,350,4,1400,8,0.42,No,24/7,2016,10,Ultra-Fast Charging,175.0,81,Unknown|Unknown
EVS02226,Unknown,Unknown,37.792027,-122.466234,EVgo,DC Fast Charger,50,5,250,8,0.46,No,24/7,2016,10,Fast Charging,31.25,117,Unknown|Unknown
EVS02227,Unknown,Unknown,37.664447,126.955326,Ionity,DC Fast Charger,350,6,2100,8,0.31,Yes,9:00-18:00,2014,12,Ultra-Fast Charging,262.5,159,Unknown|Unknown
EVS02228,Unknown,Unknown,-23.569934,-46.528993,Greenlots,AC Level 1,50,5,250,9,0.11,Yes,9:00-18:00,2020,6,Fast Charging,27.78,168,Unknown|Unknown
EVS02229,Unknown,Unknown,37.577625,127.061975,Tesla,AC Level 1,350,1,350,1,0.47,Yes,9:00-18:00,2012,14,Ultra-Fast Charging,350.0,62,Unknown|Unknown
EVS02230,Unknown,Unknown,13.7745,100.596072,Ionity,AC Level 2,22,1,22,2,0.45,No,6:00-22:00,2013,13,Destination/AC,11.0,176,Unknown|Unknown
EVS02231,Unknown,Unknown,32.421551,55.599267,ChargePoint,AC Level 1,150,1,150,2,0.48,No,9:00-18:00,2012,14,Fast Charging,75.0,119,Unknown|Unknown
EVS02232,Unknown,Unknown,18.932855,72.983662,Tesla,AC Level 1,350,5,1750,6,0.5,No,9:00-18:00,2014,12,Ultra-Fast Charging,291.67,26,Unknown|Unknown
EVS02233,Unknown,Unknown,13.836379,100.53937,EVgo,AC Level 1,150,3,450,5,0.44,No,6:00-22:00,2020,6,Fast Charging,90.0,169,Unknown|Unknown
EVS02234,Unknown,Unknown,13.818379,100.409355,Greenlots,AC Level 2,350,5,1750,10,0.33,Yes,6:00-22:00,2017,9,Ultra-Fast Charging,175.0,37,Unknown|Unknown
EVS02235,Unknown,Unknown,43.675507,-79.359823,EVgo,AC Level 1,150,2,300,2,0.34,Yes,9:00-18:00,2022,4,Fast Charging,150.0,112,Unknown|Unknown
EVS02236,Unknown,Unknown,25.372483,55.37029,Tesla,AC Level 2,150,5,750,7,0.46,Yes,6:00-22:00,2016,10,Fast Charging,107.14,145,Unknown|Unknown
EVS02237,Unknown,Unknown,13.827982,100.539727,Greenlots,AC Level 1,50,7,350,10,0.28,Yes,24/7,2017,9,Fast Charging,35.0,56,Unknown|Unknown
EVS02238,Unknown,Unknown,13.769152,100.498341,Greenlots,AC Level 2,50,3,150,6,0.23,No,24/7,2011,15,Fast Charging,25.0,59,Unknown|Unknown
EVS02239,Unknown,Unknown,43.775222,-79.488395,EVgo,AC Level 1,350,2,700,3,0.31,No,6:00-22:00,2019,7,Ultra-Fast Charging,233.33,93,Unknown|Unknown
EVS02240,Unknown,Unknown,-23.511383,-46.561085,Tesla,AC Level 1,22,1,22,1,0.17,Yes,6:00-22:00,2018,8,Destination/AC,22.0,161,Unknown|Unknown
EVS02241,Unknown,Unknown,-29.437558,169.085987,ChargePoint,AC Level 1,22,5,110,10,0.22,Yes,9:00-18:00,2020,6,Destination/AC,11.0,51,Unknown|Unknown
EVS02242,Unknown,Unknown,19.467043,-99.112334,Greenlots,AC Level 2,150,1,150,2,0.28,Yes,9:00-18:00,2012,14,Fast Charging,75.0,124,Unknown|Unknown
EVS02243,Unknown,Unknown,39.867298,116.371994,Greenlots,AC Level 2,350,1,350,1,0.38,No,24/7,2023,3,Ultra-Fast Charging,350.0,89,Unknown|Unknown
EVS02244,Unknown,Unknown,37.77672,-122.492685,Greenlots,AC Level 2,22,5,110,8,0.14,No,9:00-18:00,2014,12,Destination/AC,13.75,33,Unknown|Unknown
EVS02245,Unknown,Unknown,13.731866,100.53159,ChargePoint,DC Fast Charger,22,4,88,9,0.26,Yes,6:00-22:00,2023,3,Destination/AC,9.78,132,Unknown|Unknown
EVS02246,Unknown,Unknown,52.40522,13.384545,ChargePoint,DC Fast Charger,150,1,150,1,0.38,No,9:00-18:00,2020,6,Fast Charging,150.0,152,Unknown|Unknown
EVS02247,Unknown,Unknown,41.890053,-87.78926,Ionity,DC Fast Charger,350,4,1400,7,0.43,No,24/7,2016,10,Ultra-Fast Charging,200.0,109,Unknown|Unknown
EVS02248,Unknown,Unknown,37.814093,-122.473207,Ionity,DC Fast Charger,150,1,150,1,0.49,Yes,6:00-22:00,2013,13,Fast Charging,150.0,44,Unknown|Unknown
EVS02249,Unknown,Unknown,37.559306,127.038024,Greenlots,AC Level 1,22,6,132,7,0.15,Yes,24/7,2019,7,Destination/AC,18.86,40,Unknown|Unknown
EVS02250,Unknown,Unknown,55.882018,37.574776,EVgo,AC Level 2,350,3,1050,7,0.23,No,24/7,2023,3,Ultra-Fast Charging,150.0,84,Unknown|Unknown
EVS02251,Unknown,Unknown,-14.624514,107.402422,Greenlots,AC Level 2,22,1,22,1,0.36,No,6:00-22:00,2021,5,Destination/AC,22.0,98,Unknown|Unknown
EVS02252,Unknown,Unknown,37.776269,-122.421206,Ionity,AC Level 2,350,4,1400,6,0.32,Yes,6:00-22:00,2023,3,Ultra-Fast Charging,233.33,106,Unknown|Unknown
EVS02253,Unknown,Unknown,52.403838,13.408544,Tesla,DC Fast Charger,350,1,350,2,0.3,No,24/7,2018,8,Ultra-Fast Charging,175.0,55,Unknown|Unknown
EVS02254,Unknown,Unknown,19.538088,-99.001289,Tesla,DC Fast Charger,22,3,66,4,0.4,Yes,9:00-18:00,2010,16,Destination/AC,16.5,97,Unknown|Unknown
EVS02255,Unknown,Unknown,37.558628,127.063381,ChargePoint,AC Level 1,350,6,2100,7,0.39,No,9:00-18:00,2018,8,Ultra-Fast Charging,300.0,63,Unknown|Unknown
EVS02256,Unknown,Unknown,-33.839262,18.49103,Tesla,DC Fast Charger,50,4,200,6,0.25,No,6:00-22:00,2021,5,Fast Charging,33.33,128,Unknown|Unknown
EVS02257,Unknown,Unknown,25.361615,55.354471,ChargePoint,AC Level 2,50,1,50,1,0.45,Yes,6:00-22:00,2015,11,Fast Charging,50.0,146,Unknown|Unknown
EVS02258,Unknown,Unknown,37.647837,126.91445,Tesla,AC Level 1,22,8,176,9,0.3,Yes,24/7,2011,15,Destination/AC,19.56,122,Unknown|Unknown
EVS02259,Unknown,Unknown,-23.69118,-46.62939,EVgo,AC Level 2,22,2,44,4,0.16,Yes,24/7,2020,6,Destination/AC,11.0,15,Unknown|Unknown
EVS02260,Unknown,Unknown,13.771828,100.511446,Greenlots,AC Level 2,50,4,200,5,0.13,No,6:00-22:00,2020,6,Fast Charging,40.0,178,Unknown|Unknown
