Vehicle_ID,Vehicle_Type,Battery_Capacity_kWh,Vehicle_Age_Years
VEH04851,Sedan,60.0,8
VEH04852,SUV,70.0,8
VEH04853,Hatchback,60.0,5
VEH04854,SUV,90.0,7
VEH04855,Hatchback,60.0,9
VEH04856,Sedan,70.0,7
VEH04857,Sedan,50.0,3
VEH04858,Pickup,80.0,8
VEH04859,Sedan,50.0,6
VEH04860,SUV,70.0,8
VEH04861,Sedan,40.0,11
VEH04862,Hatchback,60.0,5
VEH04863,Sedan,100.0,3
VEH04864,SUV,70.0,7
VEH04865,SUV,90.0,4
VEH04866,SUV,60.0,6
VEH04867,SUV,80.0,0
VEH04868,Pickup,60.0,10
VEH04869,Van,80.0,0
VEH04870,Hatchback,90.0,2
VEH04871,Pickup,100.0,2
VEH04872,Sedan,100.0,7
VEH04873,SUV,50.0,0
VEH04874,Sedan,80.0,11
VEH04875,SUV,60.0,10
VEH04876,Sedan,50.0,4
VEH04877,Hatchback,80.0,8
VEH04878,Hatchback,60.0,6
VEH04879,Van,70.0,10
VEH04880,SUV,80.0,3
VEH04881,Hatchback,50.0,3
VEH04882,Sedan,80.0,11
VEH04883,Pickup,60.0,4
VEH04884,Pickup,60.0,6
VEH04885,Sedan,60.0,8
VEH04886,SUV,70.0,1
VEH04887,Pickup,50.0,7
VEH04888,Hatchback,80.0,4
VEH04889,SUV,90.0,11
VEH04890,Pickup,40.0,4
VEH04891,SUV,70.0,2
VEH04892,Sedan,60.0,9
VEH04893,Hatchback,50.0,4
VEH04894,Pickup,70.0,8
VEH04895,Hatchback,80.0,4
VEH04896,Van,60.0,11
VEH04897,Hatchback,40.0,2
VEH04898,SUV,100.0,0
VEH04899,SUV,80.0,3
VEH04900,SUV,70.0,10
VEH04901,Sedan,60.0,7
VEH04902,Sedan,60.0,1
VEH04903,Pickup,70.0,5
VEH04904,SUV,80.0,0
VEH04905,SUV,70.0,1
VEH04906,Hatchback,90.0,6
VEH04907,Hatchback,60.0,2
VEH04908,Hatchback,50.0,0
VEH04909,Van,100.0,5
VEH04910,Van,100.0,2
VEH04911,Van,40.0,11
VEH04912,Sedan,70.0,9
VEH04913,SUV,70.0,0
VEH04914,Sedan,70.0,0
VEH04915,Hatchback,60.0,10
VEH04916,SUV,60.0,10
VEH04917,SUV,60.0,10
VEH04918,SUV,50.0,5
VEH04919,Pickup,90.0,3
VEH04920,Hatchback,80.0,2
VEH04921,Van,70.0,9
VEH04922,Van,50.0,1
VEH04923,Sedan,90.0,6
VEH04924,SUV,60.0,6
VEH04925,SUV,80.0,4
VEH04926,Pickup,90.0,8
VEH04927,Sedan,100.0,7
VEH04928,Hatchback,70.0,11
VEH04929,Sedan,70.0,9
VEH04930,Van,50.0,2
VEH04931,Pickup,70.0,7
VEH04932,Sedan,70.0,4
VEH04933,Sedan,80.0,9
VEH04934,Hatchback,60.0,3
VEH04935,SUV,60.0,7
VEH04936,Hatchback,80.0,1
VEH04937,Van,90.0,0
VEH04938,Hatchback,90.0,10
VEH04939,SUV,60.0,4
VEH04940,Sedan,40.0,1
VEH04941,Hatchback,60.0,1
VEH04942,Pickup,100.0,11
VEH04943,SUV,90.0,2
VEH04944,Van,90.0,1
VEH04945,Sedan,40.0,1
VEH04946,Sedan,40.0,3
VEH04947,Hatchback,80.0,9
VEH04948,Hatchback,50.0,1
VEH04949,Sedan,50.0,1
VEH04950,SUV,50.0,0
VEH04951,Sedan,60.0,7
VEH04952,SUV,60.0,11
VEH04953,Sedan,60.0,8
VEH04954,Van,60.0,0
VEH04955,Sedan,80.0,4
VEH04956,Sedan,50.0,6
VEH04957,SUV,60.0,4
VEH04958,Pickup,60.0,11
VEH04959,Hatchback,40.0,1
VEH04960,Sedan,100.0,9
VEH04961,Pickup,80.0,1
VEH04962,Pickup,50.0,11
VEH04963,SUV,80.0,10
VEH04964,Hatchback,70.0,5
VEH04965,Sedan,90.0,6
VEH04966,SUV,60.0,10
VEH04967,Pickup,50.0,4
VEH04968,Hatchback,50.0,1
VEH04969,Van,50.0,11
VEH04970,Pickup,40.0,7
VEH04971,Sedan,80.0,0
VEH04972,Hatchback,70.0,0
VEH04973,Van,40.0,4
VEH04974,Sedan,80.0,6
VEH04975,SUV,90.0,2
VEH04976,Sedan,80.0,1
VEH04977,SUV,80.0,8
VEH04978,Pickup,60.0,7
VEH04979,SUV,70.0,2
VEH04980,Sedan,70.0,11
VEH04981,SUV,50.0,11
VEH04982,Van,90.0,2
VEH04983,SUV,40.0,8
VEH04984,Hatchback,60.0,3
VEH04985,Van,70.0,8
VEH04986,SUV,70.0,9
VEH04987,SUV,60.0,11
VEH04988,Pickup,60.0,8
VEH04989,Hatchback,70.0,5
VEH04990,Sedan,70.0,10
VEH04991,Hatchback,50.0,1
VEH04992,Sedan,80.0,11
VEH04993,Hatchback,80.0,2
VEH04994,Pickup,50.0,4
VEH04995,Hatchback,40.0,7
VEH04996,SUV,50.0,10
VEH04997,Sedan,60.0,10
VEH04998,Sedan,60.0,2
VEH04999,Pickup,70.0,11
VEH05000,Hatchback,60.0,8
VEH05001,Sedan,60.0,8
VEH05002,Sedan,100.0,0
VEH05003,SUV,50.0,8
VEH05004,Hatchback,40.0,2
VEH05005,Sedan,70.0,5
VEH05006,Sedan,40.0,5
VEH05007,Hatchback,60.0,9
VEH05008,Sedan,60.0,6
VEH05009,SUV,40.0,11
VEH05010,SUV,40.0,2
VEH05011,Hatchback,40.0,6
VEH05012,Hatchback,80.0,7
VEH05013,Sedan,50.0,7
VEH05014,SUV,60.0,8
VEH05015,SUV,40.0,1
VEH05016,SUV,70.0,0
VEH05017,SUV,70.0,6
VEH05018,Hatchback,70.0,4
VEH05019,Van,70.0,2
VEH05020,Sedan,60.0,5
VEH05021,Hatchback,80.0,5
VEH05022,SUV,70.0,0
VEH05023,Hatchback,50.0,3
VEH05024,SUV,60.0,7
VEH05025,Hatchback,90.0,3
VEH05026,SUV,40.0,4
VEH05027,Pickup,70.0,11
VEH05028,Sedan,60.0,1
VEH05029,Hatchback,60.0,0
VEH05030,Pickup,90.0,5
VEH05031,SUV,80.0,10
VEH05032,Van,70.0,8
VEH05033,Sedan,50.0,9
VEH05034,Pickup,80.0,6
VEH05035,Sedan,60.0,1
VEH05036,SUV,50.0,11
VEH05037,Pickup,60.0,6
VEH05038,Hatchback,40.0,11
VEH05039,Hatchback,90.0,11
VEH05040,SUV,80.0,10
VEH05041,SUV,80.0,3
VEH05042,Hatchback,60.0,7
VEH05043,Hatchback,90.0,11
VEH05044,Hatchback,50.0,7
VEH05045,Van,80.0,9
VEH05046,Sedan,70.0,9
VEH05047,Van,60.0,10
VEH05048,Sedan,90.0,6
VEH05049,Sedan,90.0,3
VEH05050,Van,80.0,1
VEH05051,SUV,50.0,11
VEH05052,SUV,90.0,0
VEH05053,Pickup,40.0,3
VEH05054,SUV,50.0,9
VEH05055,SUV,80.0,5
VEH05056,Hatchback,70.0,11
VEH05057,SUV,100.0,9
VEH05058,Sedan,80.0,5
VEH05059,Sedan,90.0,4
VEH05060,SUV,90.0,2
VEH05061,SUV,80.0,0
VEH05062,Sedan,40.0,1
VEH05063,SUV,60.0,2
VEH05064,Pickup,100.0,6
VEH05065,Hatchback,40.0,10
VEH05066,SUV,50.0,11
VEH05067,Pickup,50.0,1
VEH05068,Sedan,100.0,8
VEH05069,Hatchback,70.0,10
VEH05070,SUV,80.0,1
VEH05071,Van,40.0,9
VEH05072,Sedan,80.0,2
VEH05073,Hatchback,90.0,3
VEH05074,SUV,70.0,2
VEH05075,SUV,70.0,2
VEH05076,Pickup,70.0,0
VEH05077,Pickup,70.0,9
VEH05078,Pickup,70.0,1
VEH05079,Sedan,50.0,11
VEH05080,Van,90.0,8
VEH05081,Hatchback,90.0,3
VEH05082,SUV,70.0,2
VEH05083,Pickup,40.0,5
VEH05084,SUV,70.0,4
VEH05085,Pickup,60.0,7
VEH05086,Hatchback,70.0,5
VEH05087,Hatchback,60.0,0
VEH05088,SUV,50.0,0
VEH05089,SUV,70.0,1
VEH05090,Hatchback,50.0,3
VEH05091,Sedan,90.0,1
VEH05092,Van,40.0,2
VEH05093,Sedan,50.0,1
VEH05094,SUV,60.0,4
VEH05095,Hatchback,60.0,4
VEH05096,Sedan,90.0,1
VEH05097,Sedan,90.0,0
VEH05098,SUV,100.0,9
VEH05099,Hatchback,80.0,7
VEH05100,Hatchback,100.0,7
VEH05101,SUV,90.0,1
VEH05102,Sedan,40.0,8
VEH05103,Pickup,70.0,3
VEH05104,Van,80.0,5
VEH05105,SUV,90.0,5
VEH05106,SUV,70.0,7
VEH05107,Hatchback,60.0,10
VEH05108,Hatchback,60.0,11
VEH05109,Sedan,80.0,8
VEH05110,Pickup,50.0,8
VEH05111,Sedan,80.0,9
VEH05112,Pickup,100.0,7
VEH05113,SUV,60.0,5
VEH05114,Hatchback,90.0,1
VEH05115,Sedan,50.0,3
VEH05116,Sedan,90.0,3
VEH05117,Van,70.0,4
VEH05118,SUV,80.0,4
VEH05119,Pickup,60.0,1
VEH05120,Hatchback,80.0,3
VEH05121,SUV,90.0,10
VEH05122,Hatchback,70.0,5
VEH05123,Sedan,40.0,8
VEH05124,Pickup,60.0,9
VEH05125,Sedan,70.0,6
VEH05126,Sedan,50.0,5
VEH05127,Hatchback,50.0,6
VEH05128,SUV,50.0,3
VEH05129,Hatchback,70.0,0
VEH05130,Sedan,70.0,6
VEH05131,SUV,50.0,11
VEH05132,Hatchback,60.0,3
VEH05133,Sedan,70.0,5
VEH05134,Hatchback,70.0,8
VEH05135,Hatchback,100.0,10
VEH05136,SUV,40.0,7
VEH05137,Sedan,60.0,0
VEH05138,SUV,40.0,9
VEH05139,SUV,90.0,9
VEH05140,Van,60.0,5
VEH05141,Sedan,50.0,3
VEH05142,Pickup,60.0,6
VEH05143,Van,50.0,7
VEH05144,Hatchback,40.0,5
VEH05145,Sedan,50.0,9
VEH05146,SUV,70.0,8
VEH05147,Sedan,70.0,9
VEH05148,Pickup,60.0,1
VEH05149,Pickup,50.0,9
VEH05150,Van,70.0,8
VEH05151,SUV,80.0,10
VEH05152,Pickup,100.0,9
VEH05153,Pickup,70.0,7
VEH05154,Hatchback,40.0,9
VEH05155,Pickup,70.0,6
VEH05156,SUV,40.0,11
VEH05157,Pickup,70.0,11
VEH05158,Pickup,50.0,10
VEH05159,Pickup,70.0,10
VEH05160,Pickup,60.0,11
VEH05161,Pickup,40.0,1
VEH05162,Hatchback,80.0,3
VEH05163,SUV,60.0,10
VEH05164,Sedan,90.0,8
VEH05165,Hatchback,50.0,10
VEH05166,Pickup,60.0,5
VEH05167,SUV,50.0,10
VEH05168,Sedan,70.0,0
VEH05169,Sedan,80.0,1
VEH05170,Pickup,50.0,9
VEH05171,Hatchback,60.0,1
VEH05172,Sedan,90.0,2
VEH05173,SUV,80.0,5
VEH05174,Sedan,60.0,8
VEH05175,Pickup,40.0,11
VEH05176,Hatchback,60.0,6
VEH05177,SUV,80.0,1
VEH05178,Pickup,70.0,4
VEH05179,Sedan,60.0,6
VEH05180,Sedan,80.0,8
VEH05181,Sedan,90.0,11
VEH05182,Pickup,50.0,6
VEH05183,Sedan,60.0,7
VEH05184,Pickup,70.0,11
VEH05185,SUV,60.0,0
VEH05186,Sedan,70.0,11
VEH05187,Sedan,80.0,7
VEH05188,SUV,70.0,3
VEH05189,Van,70.0,10
VEH05190,SUV,60.0,10
VEH05191,SUV,50.0,7
VEH05192,Van,70.0,11
VEH05193,Sedan,50.0,3
VEH05194,SUV,60.0,3
VEH05195,SUV,60.0,10
VEH05196,SUV,40.0,4
VEH05197,SUV,60.0,6
VEH05198,Sedan,70.0,9
VEH05199,SUV,90.0,2
VEH05200,Sedan,70.0,3
VEH05201,Sedan,90.0,5
VEH05202,Pickup,80.0,10
VEH05203,SUV,90.0,6
VEH05204,Pickup,80.0,1
VEH05205,Hatchback,80.0,8
VEH05206,Sedan,40.0,2
VEH05207,Sedan,50.0,3
VEH05208,SUV,80.0,4
VEH05209,Van,70.0,0
VEH05210,Hatchback,40.0,3
VEH05211,Pickup,70.0,7
VEH05212,Sedan,60.0,2
VEH05213,Van,70.0,4
VEH05214,Sedan,60.0,9
VEH05215,Hatchback,70.0,10
VEH05216,Sedan,100.0,7
VEH05217,Sedan,70.0,5
VEH05218,SUV,90.0,3
VEH05219,Pickup,60.0,4
VEH05220,Pickup,100.0,6
VEH05221,Sedan,80.0,3
VEH05222,Sedan,40.0,2
VEH05223,Hatchback,50.0,7
VEH05224,Sedan,80.0,7
VEH05225,SUV,60.0,2
VEH05226,Hatchback,80.0,0
VEH05227,SUV,90.0,11
VEH05228,Pickup,50.0,10
VEH05229,Pickup,70.0,11
VEH05230,Hatchback,40.0,0
VEH05231,Van,80.0,4
VEH05232,Pickup,60.0,6
VEH05233,Pickup,60.0,11
VEH05234,Sedan,80.0,7
VEH05235,Sedan,80.0,9
VEH05236,Pickup,70.0,0
VEH05237,Sedan,60.0,9
VEH05238,Sedan,80.0,8
VEH05239,SUV,90.0,7
VEH05240,Sedan,50.0,7
VEH05241,Pickup,90.0,3
VEH05242,SUV,60.0,1
VEH05243,SUV,50.0,5
VEH05244,SUV,80.0,3
VEH05245,SUV,70.0,2
VEH05246,Sedan,70.0,8
VEH05247,Van,40.0,2
VEH05248,Sedan,70.0,5
VEH05249,Pickup,80.0,6
VEH05250,SUV,50.0,0
VEH05251,Pickup,90.0,1
VEH05252,Hatchback,80.0,3
VEH05253,Sedan,70.0,3
VEH05254,Van,60.0,11
VEH05255,Sedan,90.0,2
VEH05256,SUV,50.0,9
VEH05257,Sedan,70.0,3
VEH05258,Sedan,40.0,6
VEH05259,Sedan,100.0,9
VEH05260,Hatchback,80.0,2
VEH05261,Hatchback,70.0,9
VEH05262,Sedan,40.0,0
VEH05263,SUV,70.0,2
VEH05264,SUV,60.0,7
VEH05265,SUV,60.0,3
VEH05266,SUV,90.0,3
VEH05267,Sedan,50.0,10
VEH05268,SUV,40.0,10
VEH05269,Pickup,50.0,4
VEH05270,Sedan,80.0,2
VEH05271,Hatchback,60.0,3
VEH05272,Sedan,60.0,1
VEH05273,Sedan,90.0,7
VEH05274,Sedan,50.0,2
VEH05275,SUV,40.0,2
VEH05276,Pickup,50.0,7
VEH05277,Sedan,60.0,9
VEH05278,Sedan,60.0,5
VEH05279,Pickup,50.0,8
VEH05280,Pickup,50.0,1
VEH05281,Sedan,70.0,3
VEH05282,Sedan,50.0,8
VEH05283,SUV,60.0,8
VEH05284,Hatchback,80.0,3
VEH05285,SUV,80.0,2
VEH05286,Hatchback,70.0,3
VEH05287,Pickup,50.0,4
VEH05288,SUV,90.0,3
VEH05289,SUV,40.0,1
VEH05290,Hatchback,50.0,2
VEH05291,Sedan,60.0,6
VEH05292,SUV,70.0,4
VEH05293,Sedan,80.0,8
VEH05294,Pickup,90.0,10
VEH05295,Sedan,80.0,0
VEH05296,SUV,100.0,11
VEH05297,Hatchback,70.0,10
VEH05298,Pickup,60.0,5
VEH05299,Hatchback,60.0,6
VEH05300,Sedan,60.0,11
VEH05301,Pickup,50.0,11
VEH05302,Van,50.0,10
VEH05303,SUV,50.0,8
VEH05304,Pickup,50.0,8
VEH05305,Hatchback,100.0,4
VEH05306,Van,70.0,4
VEH05307,SUV,80.0,3
VEH05308,Pickup,90.0,3
VEH05309,SUV,50.0,0
VEH05310,Sedan,90.0,6
VEH05311,SUV,50.0,6
VEH05312,Pickup,70.0,9
VEH05313,SUV,50.0,3
VEH05314,Van,60.0,10
VEH05315,Sedan,50.0,11
VEH05316,SUV,60.0,11
VEH05317,Pickup,40.0,0
VEH05318,Sedan,50.0,8
VEH05319,Hatchback,40.0,6
VEH05320,Sedan,40.0,1
VEH05321,SUV,90.0,8
VEH05322,SUV,50.0,9
VEH05323,SUV,90.0,11
VEH05324,SUV,50.0,3
VEH05325,Sedan,40.0,11
VEH05326,Hatchback,70.0,9
VEH05327,Sedan,60.0,11
VEH05328,Hatchback,40.0,8
VEH05329,Hatchback,80.0,3
VEH05330,SUV,60.0,8
VEH05331,Sedan,70.0,2
VEH05332,Sedan,90.0,6
VEH05333,SUV,60.0,3
VEH05334,SUV,80.0,8
VEH05335,Sedan,50.0,7
VEH05336,Pickup,50.0,1
VEH05337,Sedan,60.0,11
VEH05338,SUV,100.0,9
VEH05339,Pickup,70.0,5
VEH05340,Hatchback,50.0,8
VEH05341,SUV,50.0,9
VEH05342,Hatchback,40.0,6
VEH05343,SUV,90.0,0
VEH05344,Van,70.0,6
VEH05345,Hatchback,40.0,1
VEH05346,Sedan,80.0,9
VEH05347,Sedan,50.0,7
VEH05348,Sedan,50.0,9
VEH05349,SUV,70.0,9
VEH05350,Hatchback,40.0,9
VEH05351,Hatchback,70.0,11
VEH05352,SUV,70.0,11
VEH05353,Sedan,80.0,2
VEH05354,Sedan,70.0,8
VEH05355,SUV,80.0,7
VEH05356,SUV,50.0,11
VEH05357,Hatchback,90.0,10
VEH05358,Hatchback,50.0,1
VEH05359,Sedan,40.0,4
VEH05360,Sedan,90.0,6
VEH05361,Van,50.0,9
VEH05362,Sedan,80.0,2
VEH05363,Pickup,60.0,11
VEH05364,SUV,90.0,7
VEH05365,Sedan,80.0,4
VEH05366,Sedan,70.0,7
VEH05367,Van,60.0,0
VEH05368,Pickup,50.0,6
VEH05369,Hatchback,100.0,4
VEH05370,Hatchback,80.0,1
VEH05371,SUV,80.0,6
VEH05372,Hatchback,70.0,1
VEH05373,SUV,60.0,10
VEH05374,Hatchback,60.0,4
VEH05375,SUV,60.0,4
VEH05376,Pickup,90.0,9
VEH05377,SUV,70.0,2
VEH05378,Sedan,60.0,9
VEH05379,Sedan,100.0,5
VEH05380,SUV,80.0,1
VEH05381,Hatchback,80.0,8
VEH05382,Sedan,60.0,3
VEH05383,Hatchback,40.0,10
VEH05384,Hatchback,60.0,1
VEH05385,SUV,60.0,9
VEH05386,SUV,70.0,1
VEH05387,Hatchback,60.0,1
VEH05388,SUV,80.0,0
VEH05389,Pickup,60.0,5
VEH05390,Hatchback,50.0,5
VEH05391,SUV,60.0,1
VEH05392,Hatchback,90.0,7
VEH05393,Sedan,90.0,8
VEH05394,Pickup,80.0,7
VEH05395,Hatchback,70.0,1
VEH05396,SUV,70.0,1
VEH05397,Sedan,60.0,5
VEH05398,SUV,80.0,2
VEH05399,SUV,80.0,6
VEH05400,Hatchback,70.0,9
VEH05401,Pickup,80.0,2
VEH05402,SUV,90.0,9
VEH05403,Pickup,80.0,1
VEH05404,SUV,50.0,11
VEH05405,Sedan,60.0,11
VEH05406,Sedan,40.0,7
VEH05407,SUV,80.0,4
VEH05408,Sedan,50.0,1
VEH05409,SUV,70.0,9
VEH05410,Hatchback,70.0,0
VEH05411,SUV,50.0,3
VEH05412,Sedan,60.0,10
VEH05413,Hatchback,40.0,9
VEH05414,Pickup,90.0,2
VEH05415,Sedan,50.0,11
VEH05416,Van,60.0,7
VEH05417,SUV,70.0,2
VEH05418,Sedan,90.0,3
VEH05419,Hatchback,80.0,9
VEH05420,Pickup,80.0,2
VEH05421,Van,50.0,5
VEH05422,Van,70.0,0
VEH05423,SUV,90.0,4
VEH05424,Sedan,40.0,8
VEH05425,SUV,40.0,4
VEH05426,Sedan,70.0,3
VEH05427,SUV,60.0,11
VEH05428,SUV,60.0,7
VEH05429,Van,70.0,2
VEH05430,SUV,80.0,5
VEH05431,SUV,90.0,9
VEH05432,Sedan,40.0,9
VEH05433,SUV,80.0,7
VEH05434,Hatchback,40.0,11
VEH05435,Sedan,70.0,8
VEH05436,Sedan,100.0,11
VEH05437,Pickup,100.0,11
VEH05438,Hatchback,40.0,10
VEH05439,Hatchback,40.0,1
VEH05440,Pickup,70.0,4
VEH05441,Sedan,100.0,9
VEH05442,SUV,80.0,1
VEH05443,Pickup,40.0,9
VEH05444,Sedan,60.0,11
VEH05445,SUV,70.0,9
VEH05446,SUV,70.0,3
VEH05447,SUV,40.0,10
VEH05448,SUV,60.0,5
VEH05449,Pickup,80.0,1
VEH05450,SUV,80.0,0
VEH05451,Pickup,90.0,5
VEH05452,Pickup,90.0,11
VEH05453,Hatchback,60.0,8
VEH05454,Hatchback,70.0,5
VEH05455,Van,90.0,8
VEH05456,SUV,60.0,4
VEH05457,Van,70.0,1
VEH05458,Hatchback,70.0,4
VEH05459,Pickup,40.0,11
VEH05460,Sedan,60.0,9
VEH05461,Hatchback,80.0,8
VEH05462,SUV,60.0,9
VEH05463,Hatchback,60.0,6
VEH05464,SUV,60.0,1
VEH05465,Hatchback,70.0,5
VEH05466,Van,40.0,3
VEH05467,Sedan,50.0,6
VEH05468,Sedan,40.0,1
VEH05469,SUV,70.0,7
VEH05470,Sedan,60.0,9
VEH05471,SUV,70.0,8
VEH05472,SUV,80.0,5
VEH05473,SUV,50.0,1
VEH05474,Van,70.0,9
VEH05475,SUV,90.0,3
VEH05476,SUV,40.0,1
VEH05477,Hatchback,60.0,3
VEH05478,Sedan,50.0,0
VEH05479,Pickup,100.0,3
VEH05480,Pickup,70.0,9
VEH05481,Sedan,50.0,11
VEH05482,Hatchback,90.0,2
VEH05483,SUV,50.0,2
VEH05484,SUV,40.0,0
VEH05485,Pickup,40.0,2
VEH05486,SUV,80.0,6
VEH05487,SUV,70.0,11
VEH05488,Hatchback,60.0,1
VEH05489,Pickup,60.0,2
VEH05490,Pickup,90.0,7
VEH05491,Hatchback,80.0,7
VEH05492,Sedan,70.0,9
VEH05493,Pickup,50.0,3
VEH05494,Sedan,50.0,8
VEH05495,Hatchback,80.0,6
VEH05496,Sedan,80.0,7
VEH05497,Sedan,80.0,8
VEH05498,Pickup,40.0,3
VEH05499,SUV,100.0,6
VEH05500,Van,60.0,3
VEH05501,Sedan,60.0,2
VEH05502,Sedan,90.0,6
VEH05503,SUV,70.0,3
VEH05504,Sedan,70.0,6
VEH05505,Van,50.0,6
VEH05506,Sedan,70.0,7
VEH05507,SUV,50.0,7
VEH05508,Sedan,80.0,9
VEH05509,Pickup,60.0,10
VEH05510,Hatchback,70.0,5
VEH05511,SUV,60.0,1
VEH05512,Sedan,60.0,5
VEH05513,Sedan,80.0,3
VEH05514,Sedan,90.0,1
VEH05515,Hatchback,80.0,4
VEH05516,SUV,70.0,7
VEH05517,Hatchback,60.0,10
VEH05518,Pickup,50.0,3
VEH05519,SUV,60.0,1
VEH05520,Hatchback,100.0,1
VEH05521,Sedan,80.0,7
VEH05522,Sedan,70.0,7
VEH05523,Sedan,80.0,10
VEH05524,SUV,80.0,10
VEH05525,SUV,70.0,6
VEH05526,Pickup,60.0,10
VEH05527,SUV,80.0,5
VEH05528,Sedan,80.0,5
VEH05529,Van,60.0,3
VEH05530,SUV,40.0,8
VEH05531,SUV,100.0,10
VEH05532,Pickup,90.0,10
VEH05533,Hatchback,60.0,0
VEH05534,Pickup,50.0,9
VEH05535,Hatchback,70.0,5
VEH05536,Hatchback,80.0,0
VEH05537,Sedan,50.0,1
VEH05538,SUV,40.0,6
VEH05539,Sedan,90.0,7
VEH05540,Hatchback,90.0,3
VEH05541,SUV,100.0,8
VEH05542,SUV,60.0,11
VEH05543,SUV,80.0,3
VEH05544,Sedan,40.0,5
VEH05545,Sedan,60.0,10
VEH05546,Pickup,50.0,8
VEH05547,Pickup,60.0,4
VEH05548,Sedan,40.0,9
VEH05549,SUV,90.0,2
VEH05550,Van,40.0,10
VEH05551,Sedan,80.0,2
VEH05552,Sedan,70.0,10
VEH05553,Hatchback,50.0,2
VEH05554,SUV,60.0,1
VEH05555,SUV,50.0,2
VEH05556,SUV,60.0,0
VEH05557,Van,60.0,0
VEH05558,SUV,60.0,10
VEH05559,Van,70.0,2
VEH05560,Van,70.0,9
VEH05561,Hatchback,60.0,11
VEH05562,SUV,50.0,8
VEH05563,SUV,80.0,8
VEH05564,Pickup,40.0,2
VEH05565,Sedan,70.0,6
VEH05566,SUV,50.0,3
VEH05567,Sedan,60.0,3
VEH05568,Hatchback,100.0,7
VEH05569,Hatchback,70.0,1
VEH05570,Hatchback,60.0,4
VEH05571,SUV,70.0,3
VEH05572,SUV,60.0,6
VEH05573,Sedan,80.0,11
VEH05574,Hatchback,70.0,1
VEH05575,Sedan,70.0,1
VEH05576,Pickup,80.0,5
VEH05577,Pickup,60.0,0
VEH05578,Sedan,60.0,1
VEH05579,Hatchback,60.0,8
VEH05580,SUV,60.0,0
VEH05581,Sedan,40.0,1
VEH05582,Pickup,60.0,8
VEH05583,Sedan,50.0,4
VEH05584,Hatchback,80.0,0
VEH05585,Sedan,50.0,5
VEH05586,Van,40.0,7
VEH05587,Sedan,60.0,6
VEH05588,Van,50.0,9
VEH05589,SUV,50.0,3
VEH05590,Hatchback,60.0,11
VEH05591,SUV,50.0,2
VEH05592,Hatchback,60.0,5
VEH05593,Hatchback,70.0,4
VEH05594,Sedan,60.0,5
VEH05595,Hatchback,60.0,7
VEH05596,Hatchback,70.0,8
VEH05597,Pickup,70.0,8
VEH05598,Sedan,60.0,6
VEH05599,SUV,60.0,7
VEH05600,Hatchback,60.0,4
VEH05601,SUV,80.0,2
VEH05602,Pickup,90.0,3
VEH05603,Sedan,60.0,5
VEH05604,Pickup,60.0,9
VEH05605,SUV,80.0,4
VEH05606,Hatchback,50.0,5
VEH05607,SUV,60.0,1
VEH05608,Sedan,40.0,6
VEH05609,Sedan,90.0,11
VEH05610,SUV,80.0,5
VEH05611,Sedan,50.0,8
VEH05612,Hatchback,80.0,0
VEH05613,Sedan,100.0,0
VEH05614,Pickup,50.0,2
VEH05615,SUV,80.0,11
VEH05616,SUV,90.0,4
VEH05617,Sedan,80.0,4
VEH05618,SUV,40.0,4
VEH05619,Sedan,70.0,6
VEH05620,Van,70.0,6
VEH05621,Pickup,50.0,8
VEH05622,Pickup,50.0,0
VEH05623,SUV,60.0,7
VEH05624,SUV,50.0,7
VEH05625,Sedan,50.0,6
VEH05626,Sedan,50.0,7
VEH05627,Hatchback,70.0,5
VEH05628,Sedan,40.0,9
VEH05629,Hatchback,70.0,11
VEH05630,Sedan,70.0,7
VEH05631,SUV,50.0,1
VEH05632,Sedan,60.0,0
VEH05633,SUV,100.0,3
VEH05634,Sedan,90.0,6
VEH05635,Hatchback,80.0,1
VEH05636,SUV,100.0,4
VEH05637,Hatchback,50.0,0
VEH05638,Sedan,40.0,7
VEH05639,SUV,60.0,5
VEH05640,SUV,50.0,4
VEH05641,Hatchback,60.0,7
VEH05642,SUV,80.0,3
VEH05643,SUV,90.0,0
VEH05644,Hatchback,60.0,9
VEH05645,SUV,80.0,8
VEH05646,Sedan,100.0,4
VEH05647,Van,70.0,7
VEH05648,Hatchback,100.0,11
VEH05649,Hatchback,40.0,0
VEH05650,Hatchback,60.0,4
VEH05651,Sedan,40.0,11
VEH05652,Pickup,100.0,3
VEH05653,Sedan,50.0,0
VEH05654,Hatchback,60.0,3
VEH05655,SUV,60.0,4
VEH05656,SUV,50.0,8
VEH05657,SUV,40.0,2
VEH05658,Sedan,50.0,6
VEH05659,Sedan,80.0,4
VEH05660,Pickup,60.0,10
VEH05661,Sedan,80.0,4
VEH05662,Pickup,70.0,1
VEH05663,SUV,60.0,10
VEH05664,Sedan,60.0,4
VEH05665,Pickup,60.0,1
VEH05666,SUV,50.0,11
VEH05667,Pickup,80.0,4
VEH05668,Hatchback,90.0,9
VEH05669,Pickup,50.0,1
VEH05670,Sedan,40.0,7
VEH05671,Hatchback,70.0,10
VEH05672,Pickup,70.0,11
VEH05673,SUV,60.0,9
VEH05674,Sedan,40.0,1
VEH05675,Pickup,40.0,11
VEH05676,SUV,80.0,3
VEH05677,Pickup,80.0,3
VEH05678,Sedan,80.0,2
VEH05679,SUV,70.0,11
VEH05680,SUV,50.0,9
VEH05681,Hatchback,50.0,0
VEH05682,Hatchback,40.0,3
